Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH010_effluent,Adenovirus 40/41,NA,No Amp,0.99,Negative,0.04,NA,A1
HH010_effluent,Aeromonas,33.26,Amp,1.62,Positive,0.89,0.66,A2
HH010_effluent,Ancylostoma,NA,No Amp,0.88,Negative,0.34,NA,A3
HH010_effluent,Ascaris,NA,No Amp,1.01,Negative,0.13,NA,A4
HH010_effluent,Astrovirus,NA,No Amp,0.38,Negative,0.49,NA,A5
HH010_effluent,BacHum,24.21,Amp,1.5,Positive,0.9,0.33,A6
HH010_effluent,Bacteroides fragilis,25.74,Amp,1.59,Positive,0.93,0.3,B1
HH010_effluent,Blastocystis,NA,No Amp,0.54,Negative,0.41,NA,B2
HH010_effluent,Campylobacter,34.84,Amp,1.92,Positive,0.81,0.83,B3
HH010_effluent,Clostridium difficile,NA,No Amp,0.77,Negative,0.35,NA,B4
HH010_effluent,CrAssphage,NA,No Amp,0.01,Negative,0.31,NA,B5
HH010_effluent,Cryptosporidium,31.44,Amp,1.23,Positive,0.97,0.78,B6
HH010_effluent,Cyclospora,NA,No Amp,0.04,Negative,0.09,NA,C1
HH010_effluent,Dientamoeba fragilis,NA,No Amp,0.62,Negative,0.17,NA,C2
HH010_effluent,E. coli O157,NA,No Amp,0.77,Negative,0.37,NA,C3
HH010_effluent,EAEC,NA,No Amp,0.43,Negative,0.06,NA,C4
HH010_effluent,EPEC,31.35,Amp,1.4,Positive,0.86,0.78,C5
HH010_effluent,ETEC,NA,No Amp,0.35,Negative,0.42,NA,C6
HH010_effluent,Entamoeba histolytica,29,Amp,1.25,Positive,0.84,0.85,D1
HH010_effluent,Enterovirus,NA,No Amp,0.95,Negative,0,NA,D2
HH010_effluent,Giardia,NA,No Amp,0.08,Negative,0.01,NA,D3
HH010_effluent,HF183,NA,Inconclusive,0.02,Equivocal,0.22,NA,D4
HH010_effluent,Helicobacter pylori,NA,No Amp,0.32,Negative,0.07,NA,D5
HH010_effluent,Hepatitis A,24.39,Amp,1.44,Positive,1,0.78,D6
HH010_effluent,Hepatitis E,NA,No Amp,0.77,Negative,0.03,NA,E1
HH010_effluent,Listeria monocytogenes,26.34,Amp,1.59,Positive,0.92,0.66,E2
HH010_effluent,MS2,NA,No Amp,0.78,Negative,0.38,NA,E3
HH010_effluent,Necator,NA,No Amp,0.02,Negative,0.12,NA,E4
HH010_effluent,No Template Control,NA,No Amp,0.87,Negative,0.41,NA,E5
HH010_effluent,Norovirus GI,25.3,Amp,1.39,Positive,0.83,0.6,E6
HH010_effluent,Norovirus GII,NA,No Amp,0.57,Negative,0.23,NA,F1
HH010_effluent,Rotavirus A,NA,No Amp,0.31,Negative,0.46,NA,F2
HH010_effluent,STEC,NA,No Amp,0.46,Negative,0.24,NA,F3
HH010_effluent,Salmonella,NA,No Amp,0.33,Negative,0.38,NA,F4
HH010_effluent,Sapovirus,21.75,Amp,1.74,Positive,0.8,0.8,F5
HH010_effluent,Shigella,NA,No Amp,0.7,Negative,0.35,NA,F6
HH010_effluent,Sketa22,NA,No Amp,0.01,Negative,0.38,NA,G1
HH010_effluent,Spiked_Extraction_Control,NA,No Amp,0.65,Negative,0.18,NA,G2
HH010_effluent,Strongyloides,NA,No Amp,0.02,Negative,0.21,NA,G3
HH010_effluent,Trichuris,NA,No Amp,0.79,Negative,0.26,NA,G4
HH010_effluent,Vibrio cholerae,30.09,Amp,1.96,Positive,0.89,0.93,G5
HH010_effluent,Yersinia enterocolitica,NA,No Amp,0.92,Negative,0.33,NA,G6
HH010_effluent,blaCTX-M,NA,No Amp,0.63,Negative,0.36,NA,H1
HH010_effluent,blaNDM,NA,No Amp,0.39,Negative,0.09,NA,H2
HH010_effluent,mecA,24.47,Amp,1.53,Positive,0.85,0.9,H3
HH010_effluent,qnrS,32.11,Amp,1.98,Positive,0.86,1,H4
HH010_effluent,sul1,NA,No Amp,0.51,Negative,0.22,NA,H5
HH010_effluent,tetA,NA,No Amp,0.37,Negative,0.33,NA,H6
HH010_produce,Adenovirus 40/41,NA,No Amp,0.3,Negative,0.5,NA,A1
HH010_produce,Aeromonas,NA,No Amp,0.19,Negative,0.23,NA,A2
HH010_produce,Ancylostoma,NA,No Amp,0.69,Negative,0.23,NA,A3
HH010_produce,Ascaris,31.84,Amp,1.75,Positive,0.97,0.78,A4
HH010_produce,Astrovirus,29.38,Amp,1.68,Positive,0.99,0.36,A5
HH010_produce,BacHum,NA,No Amp,0.94,Negative,0.44,NA,A6
HH010_produce,Bacteroides fragilis,33.06,Amp,1.92,Positive,0.93,0.46,B1
HH010_produce,Blastocystis,NA,No Amp,0.03,Negative,0.44,NA,B2
HH010_produce,Campylobacter,NA,No Amp,0.96,Negative,0.31,NA,B3
HH010_produce,Clostridium difficile,NA,No Amp,1.04,Negative,0,NA,B4
HH010_produce,CrAssphage,NA,No Amp,0.07,Negative,0.01,NA,B5
HH010_produce,Cryptosporidium,NA,No Amp,0.27,Negative,0.45,NA,B6
HH010_produce,Cyclospora,NA,No Amp,0.16,Negative,0.33,NA,C1
HH010_produce,Dientamoeba fragilis,NA,No Amp,0.44,Negative,0.33,NA,C2
HH010_produce,E. coli O157,NA,No Amp,1.08,Negative,0.47,NA,C3
HH010_produce,EAEC,NA,No Amp,0.53,Negative,0.49,NA,C4
HH010_produce,EPEC,NA,Inconclusive,0.67,Equivocal,0.06,NA,C5
HH010_produce,ETEC,NA,No Amp,0.98,Negative,0.29,NA,C6
HH010_produce,Entamoeba histolytica,NA,No Amp,1.08,Negative,0.21,NA,D1
HH010_produce,Enterovirus,34.06,Amp,1.62,Positive,0.92,0.87,D2
HH010_produce,Giardia,NA,No Amp,0.55,Negative,0,NA,D3
HH010_produce,HF183,NA,No Amp,1.02,Negative,0.14,NA,D4
HH010_produce,Helicobacter pylori,NA,No Amp,1.07,Negative,0.04,NA,D5
HH010_produce,Hepatitis A,29.63,Amp,1.59,Positive,0.84,0.79,D6
HH010_produce,Hepatitis E,NA,No Amp,0.33,Negative,0.09,NA,E1
HH010_produce,Listeria monocytogenes,NA,No Amp,0.63,Negative,0.45,NA,E2
HH010_produce,MS2,NA,No Amp,0.29,Negative,0.47,NA,E3
HH010_produce,Necator,NA,Inconclusive,0.81,Equivocal,0.48,NA,E4
HH010_produce,No Template Control,NA,No Amp,0.13,Negative,0.35,NA,E5
HH010_produce,Norovirus GI,24.37,Amp,1.26,Positive,0.93,0.26,E6
HH010_produce,Norovirus GII,NA,No Amp,0.09,Negative,0.44,NA,F1
HH010_produce,Rotavirus A,NA,No Amp,0.52,Negative,0.43,NA,F2
HH010_produce,STEC,33.01,Amp,2,Positive,0.97,0.2,F3
HH010_produce,Salmonella,NA,No Amp,0.62,Negative,0.15,NA,F4
HH010_produce,Sapovirus,23.23,Amp,1.8,Positive,0.97,0.84,F5
HH010_produce,Shigella,NA,No Amp,0.16,Negative,0.07,NA,F6
HH010_produce,Sketa22,NA,No Amp,0.73,Negative,0.45,NA,G1
HH010_produce,Spiked_Extraction_Control,NA,Inconclusive,0.28,Equivocal,0.35,NA,G2
HH010_produce,Strongyloides,NA,No Amp,0.33,Negative,0.32,NA,G3
HH010_produce,Trichuris,27.67,Amp,1.78,Positive,0.99,0.54,G4
HH010_produce,Vibrio cholerae,NA,No Amp,0.99,Negative,0.17,NA,G5
HH010_produce,Yersinia enterocolitica,NA,No Amp,0.89,Negative,0.47,NA,G6
HH010_produce,blaCTX-M,NA,No Amp,0.34,Negative,0.46,NA,H1
HH010_produce,blaNDM,NA,No Amp,0.26,Negative,0.11,NA,H2
HH010_produce,mecA,NA,No Amp,0.68,Negative,0.07,NA,H3
HH010_produce,qnrS,NA,No Amp,0.62,Negative,0.15,NA,H4
HH010_produce,sul1,NA,No Amp,0.9,Negative,0.12,NA,H5
HH010_produce,tetA,NA,No Amp,0.46,Negative,0.36,NA,H6
HH011_compost,Adenovirus 40/41,NA,No Amp,0.98,Negative,0.36,NA,A1
HH011_compost,Aeromonas,NA,No Amp,0.06,Negative,0.4,NA,A2
HH011_compost,Ancylostoma,NA,No Amp,0.72,Negative,0.27,NA,A3
HH011_compost,Ascaris,20.92,Amp,1.46,Positive,0.88,0.31,A4
HH011_compost,Astrovirus,23.85,Amp,1.64,Positive,0.85,0.68,A5
HH011_compost,BacHum,NA,No Amp,1.04,Negative,0.3,NA,A6
