Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH127_compost,Adenovirus 40/41,NA,No Amp,0.23,Negative,0.28,NA,A1
HH127_compost,Aeromonas,NA,No Amp,0.96,Negative,0.03,NA,A2
HH127_compost,Ancylostoma,NA,No Amp,0.88,Negative,0.35,NA,A3
HH127_compost,Ascaris,32.95,Amp,1.59,Positive,0.98,0.26,A4
HH127_compost,Astrovirus,NA,No Amp,0.02,Negative,0.45,NA,A5
HH127_compost,BacHum,NA,No Amp,0.14,Negative,0.14,NA,A6
HH127_compost,Bacteroides fragilis,23.14,Amp,1.29,Positive,0.86,0.48,B1
HH127_compost,Blastocystis,30.5,Amp,1.98,Positive,0.85,0.39,B2
HH127_compost,Campylobacter,29.82,Amp,1.9,Positive,0.89,1,B3
HH127_compost,Clostridium difficile,22.95,Amp,1.31,Positive,0.95,0.51,B4
HH127_compost,CrAssphage,NA,No Amp,0.06,Negative,0.28,NA,B5
HH127_compost,Cryptosporidium,24.71,Amp,1.6,Positive,0.86,0.55,B6
HH127_compost,Cyclospora,24.66,Amp,1.8,Positive,0.91,0.65,C1
HH127_compost,Dientamoeba fragilis,NA,No Amp,0.17,Negative,0.05,NA,C2
HH127_compost,E. coli O157,NA,Inconclusive,0.59,Equivocal,0.32,NA,C3
HH127_compost,EAEC,NA,No Amp,0.42,Negative,0.36,NA,C4
HH127_compost,EPEC,NA,No Amp,0.28,Negative,0.02,NA,C5
HH127_compost,ETEC,NA,No Amp,0.08,Negative,0.42,NA,C6
HH127_compost,Entamoeba histolytica,NA,No Amp,1.05,Negative,0.02,NA,D1
HH127_compost,Enterovirus,NA,No Amp,0.81,Negative,0.43,NA,D2
HH127_compost,Giardia,NA,No Amp,0.03,Negative,0.4,NA,D3
HH127_compost,HF183,NA,No Amp,0.84,Negative,0.2,NA,D4
HH127_compost,Helicobacter pylori,NA,No Amp,0.09,Negative,0.49,NA,D5
HH127_compost,Hepatitis A,29.84,Amp,1.65,Positive,0.95,0.91,D6
HH127_compost,Hepatitis E,NA,No Amp,0.76,Negative,0.27,NA,E1
HH127_compost,Listeria monocytogenes,NA,No Amp,0.98,Negative,0.5,NA,E2
HH127_compost,MS2,NA,No Amp,0.23,Negative,0.34,NA,E3
HH127_compost,Necator,NA,No Amp,0.16,Negative,0.49,NA,E4
HH127_compost,No Template Control,NA,No Amp,0.17,Negative,0.46,NA,E5
HH127_compost,Norovirus GI,NA,No Amp,0.51,Negative,0.21,NA,E6
HH127_compost,Norovirus GII,23.9,Amp,1.29,Positive,0.94,0.96,F1
HH127_compost,Rotavirus A,NA,No Amp,0.27,Negative,0.28,NA,F2
HH127_compost,STEC,25.74,Amp,1.36,Positive,0.86,0.26,F3
HH127_compost,Salmonella,NA,Inconclusive,0.13,Equivocal,0.32,NA,F4
HH127_compost,Sapovirus,23.11,Amp,1.56,Positive,0.99,0.95,F5
HH127_compost,Shigella,NA,No Amp,0.33,Negative,0.23,NA,F6
HH127_compost,Sketa22,27.13,Amp,1.53,Positive,0.91,0.86,G1
HH127_compost,Spiked_Extraction_Control,31.79,Amp,1.87,Positive,0.85,0.38,G2
HH127_compost,Strongyloides,NA,No Amp,0.13,Negative,0.41,NA,G3
HH127_compost,Trichuris,31.06,Amp,1.23,Positive,0.8,0.49,G4
HH127_compost,Vibrio cholerae,NA,No Amp,1.09,Negative,0.19,NA,G5
HH127_compost,Yersinia enterocolitica,NA,No Amp,0.85,Negative,0.35,NA,G6
HH127_compost,blaCTX-M,27.63,Amp,1.94,Positive,0.96,0.95,H1
HH127_compost,blaNDM,NA,No Amp,0.12,Negative,0.44,NA,H2
HH127_compost,mecA,NA,No Amp,0.34,Negative,0.48,NA,H3
