Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH108_effluent,Adenovirus 40/41,21.62,Amp,1.62,Positive,0.81,0.27,A1
HH108_effluent,Aeromonas,NA,No Amp,0.52,Negative,0.14,NA,A2
HH108_effluent,Ancylostoma,23.16,Amp,1.68,Positive,0.93,0.63,A3
HH108_effluent,Ascaris,29.74,Amp,1.22,Positive,0.8,0.64,A4
HH108_effluent,Astrovirus,25.02,Amp,1.82,Positive,0.99,0.16,A5
HH108_effluent,BacHum,NA,No Amp,0.14,Negative,0.38,NA,A6
HH108_effluent,Bacteroides fragilis,NA,No Amp,0.74,Negative,0.21,NA,B1
HH108_effluent,Blastocystis,NA,No Amp,0.45,Negative,0.48,NA,B2
HH108_effluent,Campylobacter,NA,No Amp,0.7,Negative,0.37,NA,B3
HH108_effluent,Clostridium difficile,NA,No Amp,0.09,Negative,0.49,NA,B4
HH108_effluent,CrAssphage,NA,No Amp,0.27,Negative,0.2,NA,B5
HH108_effluent,Cryptosporidium,NA,No Amp,0.8,Negative,0.19,NA,B6
HH108_effluent,Cyclospora,NA,No Amp,0.54,Negative,0.27,NA,C1
HH108_effluent,Dientamoeba fragilis,29.4,Amp,1.79,Positive,0.82,0.83,C2
HH108_effluent,E. coli O157,NA,No Amp,0.55,Negative,0.08,NA,C3
HH108_effluent,EAEC,26.17,Amp,1.86,Positive,0.81,0.4,C4
HH108_effluent,EPEC,27.18,Amp,1.3,Positive,0.92,0.83,C5
HH108_effluent,ETEC,NA,No Amp,0.25,Negative,0.27,NA,C6
HH108_effluent,Entamoeba histolytica,NA,No Amp,0.31,Negative,0.47,NA,D1
HH108_effluent,Enterovirus,NA,No Amp,0.58,Negative,0.43,NA,D2
HH108_effluent,Giardia,NA,No Amp,1,Negative,0.06,NA,D3
HH108_effluent,HF183,NA,No Amp,0.5,Negative,0.27,NA,D4
HH108_effluent,Helicobacter pylori,NA,No Amp,0.39,Negative,0.49,NA,D5
HH108_effluent,Hepatitis A,NA,Inconclusive,0.71,Equivocal,0.45,NA,D6
HH108_effluent,Hepatitis E,NA,No Amp,0.12,Negative,0.41,NA,E1
HH108_effluent,Listeria monocytogenes,NA,Inconclusive,0.91,Equivocal,0.13,NA,E2
HH108_effluent,MS2,NA,No Amp,0.86,Negative,0.11,NA,E3
HH108_effluent,Necator,23.35,Amp,1.59,Positive,0.93,0.52,E4
HH108_effluent,No Template Control,NA,Inconclusive,0.77,Equivocal,0.23,NA,E5
HH108_effluent,Norovirus GI,22.91,Amp,1.93,Positive,0.81,0.94,E6
HH108_effluent,Norovirus GII,NA,No Amp,0.83,Negative,0.18,NA,F1
HH108_effluent,Rotavirus A,26.29,Amp,1.97,Positive,0.88,0.61,F2
HH108_effluent,STEC,NA,No Amp,1.01,Negative,0.04,NA,F3
HH108_effluent,Salmonella,29.61,Amp,1.39,Positive,0.89,0.45,F4
HH108_effluent,Sapovirus,NA,No Amp,0.35,Negative,0.12,NA,F5
HH108_effluent,Shigella,NA,No Amp,0.71,Negative,0.45,NA,F6
HH108_effluent,Sketa22,NA,No Amp,1.03,Negative,0.33,NA,G1
HH108_effluent,Spiked_Extraction_Control,29.47,Amp,1.39,Positive,0.94,0.84,G2
HH108_effluent,Strongyloides,NA,No Amp,0.04,Negative,0.33,NA,G3
HH108_effluent,Trichuris,NA,No Amp,0.6,Negative,0.39,NA,G4
HH108_effluent,Vibrio cholerae,23.4,Amp,1.76,Positive,0.82,0.5,G5
HH108_effluent,Yersinia enterocolitica,26.67,Amp,1.48,Positive,0.94,0.52,G6
HH108_effluent,blaCTX-M,NA,No Amp,0.48,Negative,0.12,NA,H1
HH108_effluent,blaNDM,24.6,Amp,1.35,Positive,1,0.45,H2
HH108_effluent,mecA,NA,No Amp,1,Negative,0.43,NA,H3
HH108_effluent,qnrS,NA,No Amp,0.04,Negative,0.27,NA,H4
HH108_effluent,sul1,NA,No Amp,0.87,Negative,0.25,NA,H5
HH108_effluent,tetA,31.49,Amp,1.75,Positive,0.87,0.82,H6
HH108_produce,Adenovirus 40/41,NA,No Amp,1.07,Negative,0.29,NA,A1
HH108_produce,Aeromonas,30.41,Amp,1.61,Positive,0.9,0.93,A2
HH108_produce,Ancylostoma,NA,No Amp,0.43,Negative,0.22,NA,A3
HH108_produce,Ascaris,NA,No Amp,0.48,Negative,0.25,NA,A4
HH108_produce,Astrovirus,NA,No Amp,0.85,Negative,0.27,NA,A5
