Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH019_produce,Adenovirus 40/41,22.35,Amp,1.46,Positive,0.95,0.35,A1
HH019_produce,Aeromonas,NA,No Amp,0.02,Negative,0.25,NA,A2
HH019_produce,Ancylostoma,NA,No Amp,0.76,Negative,0.17,NA,A3
HH019_produce,Ascaris,33.92,Amp,1.31,Positive,0.83,0.98,A4
HH019_produce,Astrovirus,NA,No Amp,1.08,Negative,0.44,NA,A5
HH019_produce,BacHum,NA,No Amp,0.34,Negative,0.27,NA,A6
HH019_produce,Bacteroides fragilis,NA,No Amp,0.12,Negative,0.24,NA,B1
HH019_produce,Blastocystis,NA,No Amp,1.01,Negative,0.5,NA,B2
HH019_produce,Campylobacter,NA,No Amp,0.91,Negative,0.33,NA,B3
HH019_produce,Clostridium difficile,NA,No Amp,0.65,Negative,0.25,NA,B4
HH019_produce,CrAssphage,NA,No Amp,0.24,Negative,0.3,NA,B5
HH019_produce,Cryptosporidium,NA,No Amp,0.04,Negative,0.12,NA,B6
HH019_produce,Cyclospora,29.68,Amp,1.65,Positive,0.97,0.98,C1
HH019_produce,Dientamoeba fragilis,NA,No Amp,0.28,Negative,0.09,NA,C2
HH019_produce,E. coli O157,NA,No Amp,0.17,Negative,0.01,NA,C3
HH019_produce,EAEC,NA,No Amp,0.51,Negative,0.11,NA,C4
HH019_produce,EPEC,26.9,Amp,1.58,Positive,0.88,1,C5
HH019_produce,ETEC,31.25,Amp,1.25,Positive,0.98,0.55,C6
HH019_produce,Entamoeba histolytica,NA,No Amp,0.28,Negative,0.01,NA,D1
HH019_produce,Enterovirus,22.66,Amp,1.23,Positive,0.84,0.74,D2
HH019_produce,Giardia,NA,No Amp,0.83,Negative,0.47,NA,D3
HH019_produce,HF183,NA,No Amp,0.35,Negative,0.11,NA,D4
HH019_produce,Helicobacter pylori,NA,No Amp,0.28,Negative,0.3,NA,D5
HH019_produce,Hepatitis A,NA,Inconclusive,0.11,Equivocal,0.03,NA,D6
HH019_produce,Hepatitis E,32.56,Amp,1.68,Positive,0.98,0.55,E1
HH019_produce,Listeria monocytogenes,NA,No Amp,0.14,Negative,0.11,NA,E2
HH019_produce,MS2,NA,No Amp,0.6,Negative,0.2,NA,E3
HH019_produce,Necator,NA,No Amp,0.2,Negative,0.46,NA,E4
HH019_produce,No Template Control,NA,No Amp,0.84,Negative,0.17,NA,E5
HH019_produce,Norovirus GI,NA,No Amp,0.4,Negative,0.49,NA,E6
HH019_produce,Norovirus GII,30.97,Amp,1.48,Positive,0.84,0.73,F1
HH019_produce,Rotavirus A,NA,No Amp,0.52,Negative,0.36,NA,F2
HH019_produce,STEC,NA,No Amp,1.03,Negative,0.49,NA,F3
HH019_produce,Salmonella,23.18,Amp,1.81,Positive,0.91,0.5,F4
HH019_produce,Sapovirus,NA,No Amp,0.59,Negative,0.11,NA,F5
HH019_produce,Shigella,NA,No Amp,0.77,Negative,0.19,NA,F6
HH019_produce,Sketa22,NA,No Amp,0.85,Negative,0.11,NA,G1
HH019_produce,Spiked_Extraction_Control,34.62,Amp,1.78,Positive,0.85,0.99,G2
HH019_produce,Strongyloides,NA,No Amp,0.75,Negative,0.39,NA,G3
HH019_produce,Trichuris,NA,No Amp,0.15,Negative,0.33,NA,G4
HH019_produce,Vibrio cholerae,NA,No Amp,0.39,Negative,0.42,NA,G5
HH019_produce,Yersinia enterocolitica,NA,No Amp,0.57,Negative,0.25,NA,G6
HH019_produce,blaCTX-M,34.52,Amp,1.9,Positive,0.98,0.56,H1
HH019_produce,blaNDM,NA,No Amp,0.83,Negative,0.45,NA,H2
HH019_produce,mecA,NA,Inconclusive,1.02,Equivocal,0.04,NA,H3
HH019_produce,qnrS,21.7,Amp,1.87,Positive,0.85,0.75,H4
HH019_produce,sul1,NA,No Amp,0.91,Negative,0.43,NA,H5
HH019_produce,tetA,22.63,Amp,1.63,Positive,0.98,0.41,H6
HH020_compost,Adenovirus 40/41,NA,No Amp,0.27,Negative,0.4,NA,A1
HH020_compost,Aeromonas,NA,No Amp,0.23,Negative,0.05,NA,A2
HH020_compost,Ancylostoma,NA,No Amp,1.03,Negative,0.47,NA,A3
HH020_compost,Ascaris,NA,Inconclusive,0.24,Equivocal,0.22,NA,A4
HH020_compost,Astrovirus,NA,No Amp,0.64,Negative,0.46,NA,A5
HH020_compost,BacHum,28.49,Amp,1.29,Positive,0.81,0.59,A6
HH020_compost,Bacteroides fragilis,NA,No Amp,0.04,Negative,0.13,NA,B1
HH020_compost,Blastocystis,NA,Inconclusive,1.04,Equivocal,0.1,NA,B2
HH020_compost,Campylobacter,NA,No Amp,0.43,Negative,0.28,NA,B3
HH020_compost,Clostridium difficile,NA,No Amp,0.03,Negative,0.27,NA,B4
HH020_compost,CrAssphage,NA,No Amp,0.95,Negative,0.36,NA,B5
HH020_compost,Cryptosporidium,22.48,Amp,1.52,Positive,0.86,0.14,B6
HH020_compost,Cyclospora,NA,Inconclusive,0.89,Equivocal,0.2,NA,C1
HH020_compost,Dientamoeba fragilis,NA,No Amp,0.46,Negative,0,NA,C2
HH020_compost,E. coli O157,22.5,Amp,1.77,Positive,0.87,0.96,C3
HH020_compost,EAEC,NA,Inconclusive,0.75,Equivocal,0.38,NA,C4
HH020_compost,EPEC,24.77,Amp,1.35,Positive,0.88,0.73,C5
HH020_compost,ETEC,NA,No Amp,1.08,Negative,0.3,NA,C6
HH020_compost,Entamoeba histolytica,NA,No Amp,0.52,Negative,0.18,NA,D1
HH020_compost,Enterovirus,NA,No Amp,0.02,Negative,0.21,NA,D2
HH020_compost,Giardia,NA,No Amp,0.47,Negative,0.49,NA,D3
HH020_compost,HF183,NA,No Amp,0.58,Negative,0.01,NA,D4
HH020_compost,Helicobacter pylori,NA,No Amp,0.09,Negative,0.06,NA,D5
HH020_compost,Hepatitis A,21.15,Amp,1.83,Positive,0.91,0.92,D6
HH020_compost,Hepatitis E,27.08,Amp,1.85,Positive,0.83,0.61,E1
HH020_compost,Listeria monocytogenes,NA,No Amp,0.64,Negative,0.31,NA,E2
HH020_compost,MS2,NA,No Amp,0.9,Negative,0.41,NA,E3
HH020_compost,Necator,NA,No Amp,0.77,Negative,0.29,NA,E4
HH020_compost,No Template Control,27.56,Amp,1.52,Positive,0.89,0.88,E5
HH020_compost,Norovirus GI,20.96,Amp,1.4,Positive,0.97,0.95,E6
HH020_compost,Norovirus GII,NA,No Amp,0.14,Negative,0.37,NA,F1
HH020_compost,Rotavirus A,NA,No Amp,0.34,Negative,0.02,NA,F2
