Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH059_effluent,Adenovirus 40/41,NA,No Amp,0.93,Negative,0.1,NA,A1
HH059_effluent,Aeromonas,NA,No Amp,0.94,Negative,0.31,NA,A2
HH059_effluent,Ancylostoma,20.24,Amp,1.36,Positive,0.93,0.76,A3
HH059_effluent,Ascaris,NA,No Amp,0.5,Negative,0.11,NA,A4
HH059_effluent,Astrovirus,NA,Inconclusive,0.28,Equivocal,0.23,NA,A5
HH059_effluent,BacHum,25.81,Amp,1.32,Positive,0.88,0.2,A6
HH059_effluent,Bacteroides fragilis,NA,No Amp,0.06,Negative,0.47,NA,B1
HH059_effluent,Blastocystis,NA,No Amp,0.67,Negative,0.31,NA,B2
HH059_effluent,Campylobacter,NA,No Amp,0.05,Negative,0.02,NA,B3
HH059_effluent,Clostridium difficile,21.44,Amp,1.36,Positive,0.86,0.75,B4
HH059_effluent,CrAssphage,NA,No Amp,0.12,Negative,0.34,NA,B5
HH059_effluent,Cryptosporidium,32.68,Amp,1.46,Positive,0.99,0.73,B6
HH059_effluent,Cyclospora,NA,No Amp,0.15,Negative,0.36,NA,C1
HH059_effluent,Dientamoeba fragilis,NA,No Amp,0.49,Negative,0.01,NA,C2
HH059_effluent,E. coli O157,NA,No Amp,0.3,Negative,0.07,NA,C3
HH059_effluent,EAEC,NA,No Amp,0.59,Negative,0.27,NA,C4
HH059_effluent,EPEC,29.99,Amp,1.48,Positive,0.85,0.65,C5
HH059_effluent,ETEC,NA,No Amp,0.71,Negative,0.5,NA,C6
HH059_effluent,Entamoeba histolytica,NA,No Amp,0.75,Negative,0.26,NA,D1
HH059_effluent,Enterovirus,NA,No Amp,0,Negative,0.44,NA,D2
HH059_effluent,Giardia,NA,Inconclusive,0.18,Equivocal,0.02,NA,D3
HH059_effluent,HF183,NA,No Amp,0.68,Negative,0.11,NA,D4
HH059_effluent,Helicobacter pylori,NA,Inconclusive,0.18,Equivocal,0.35,NA,D5
HH059_effluent,Hepatitis A,NA,No Amp,0.62,Negative,0.48,NA,D6
HH059_effluent,Hepatitis E,30.25,Amp,1.88,Positive,0.85,0.2,E1
HH059_effluent,Listeria monocytogenes,NA,Inconclusive,0.11,Equivocal,0.26,NA,E2
HH059_effluent,MS2,24.56,Amp,1.68,Positive,0.98,0.12,E3
HH059_effluent,Necator,NA,No Amp,0.58,Negative,0.2,NA,E4
HH059_effluent,No Template Control,NA,No Amp,0.57,Negative,0.47,NA,E5
HH059_effluent,Norovirus GI,NA,No Amp,0.18,Negative,0.39,NA,E6
HH059_effluent,Norovirus GII,NA,No Amp,0.27,Negative,0.1,NA,F1
