Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH031_effluent,Adenovirus 40/41,NA,No Amp,0.36,Negative,0.26,NA,A1
HH031_effluent,Aeromonas,NA,No Amp,0.71,Negative,0.39,NA,A2
HH031_effluent,Ancylostoma,22.69,Amp,1.79,Positive,0.83,0.22,A3
HH031_effluent,Ascaris,NA,No Amp,0.88,Negative,0.41,NA,A4
HH031_effluent,Astrovirus,25.87,Amp,1.99,Positive,0.86,0.73,A5
HH031_effluent,BacHum,34.17,Amp,1.5,Positive,0.98,0.35,A6
HH031_effluent,Bacteroides fragilis,31.38,Amp,1.23,Positive,0.95,0.67,B1
HH031_effluent,Blastocystis,NA,No Amp,0.91,Negative,0.1,NA,B2
HH031_effluent,Campylobacter,31.65,Amp,1.86,Positive,0.92,0.89,B3
HH031_effluent,Clostridium difficile,NA,Inconclusive,0.93,Equivocal,0.44,NA,B4
HH031_effluent,CrAssphage,NA,No Amp,0.17,Negative,0.44,NA,B5
HH031_effluent,Cryptosporidium,22.14,Amp,1.65,Positive,0.92,0.26,B6
HH031_effluent,Cyclospora,NA,No Amp,0.75,Negative,0.29,NA,C1
HH031_effluent,Dientamoeba fragilis,NA,No Amp,0.43,Negative,0.03,NA,C2
HH031_effluent,E. coli O157,27.81,Amp,1.41,Positive,0.94,0.36,C3
HH031_effluent,EAEC,NA,No Amp,0.78,Negative,0.07,NA,C4
HH031_effluent,EPEC,NA,No Amp,0.6,Negative,0.4,NA,C5
HH031_effluent,ETEC,NA,No Amp,0.63,Negative,0.41,NA,C6
HH031_effluent,Entamoeba histolytica,NA,No Amp,0.54,Negative,0.05,NA,D1
HH031_effluent,Enterovirus,21.39,Amp,1.93,Positive,0.92,0.39,D2
HH031_effluent,Giardia,NA,No Amp,0.38,Negative,0.04,NA,D3
HH031_effluent,HF183,NA,No Amp,0.21,Negative,0,NA,D4
HH031_effluent,Helicobacter pylori,23.23,Amp,1.27,Positive,0.85,0.28,D5
HH031_effluent,Hepatitis A,32.69,Amp,1.4,Positive,0.86,0.5,D6
HH031_effluent,Hepatitis E,22.29,Amp,1.74,Positive,0.99,0.95,E1
HH031_effluent,Listeria monocytogenes,NA,No Amp,0.06,Negative,0.3,NA,E2
HH031_effluent,MS2,27.88,Amp,1.76,Positive,0.87,0.49,E3
HH031_effluent,Necator,NA,No Amp,0.09,Negative,0.45,NA,E4
HH031_effluent,No Template Control,NA,No Amp,0.82,Negative,0.47,NA,E5
HH031_effluent,Norovirus GI,NA,No Amp,0.81,Negative,0.43,NA,E6
HH031_effluent,Norovirus GII,NA,No Amp,0.36,Negative,0.02,NA,F1
HH031_effluent,Rotavirus A,NA,No Amp,0.93,Negative,0.29,NA,F2
HH031_effluent,STEC,NA,No Amp,0.66,Negative,0.28,NA,F3
HH031_effluent,Salmonella,NA,No Amp,0.6,Negative,0.38,NA,F4
HH031_effluent,Sapovirus,NA,No Amp,0.3,Negative,0.17,NA,F5
HH031_effluent,Shigella,NA,No Amp,0.59,Negative,0.34,NA,F6
HH031_effluent,Sketa22,NA,No Amp,0.26,Negative,0.24,NA,G1
HH031_effluent,Spiked_Extraction_Control,NA,No Amp,0.66,Negative,0.03,NA,G2
HH031_effluent,Strongyloides,NA,No Amp,0.49,Negative,0.17,NA,G3
HH031_effluent,Trichuris,25.77,Amp,1.41,Positive,0.97,0.84,G4
