Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH138_produce,Adenovirus 40/41,31.68,Amp,1.23,Positive,0.84,0.34,A1
HH138_produce,Aeromonas,24.62,Amp,1.85,Positive,0.9,0.16,A2
HH138_produce,Ancylostoma,23.51,Amp,1.42,Positive,0.95,0.4,A3
HH138_produce,Ascaris,NA,No Amp,0.64,Negative,0.39,NA,A4
HH138_produce,Astrovirus,NA,No Amp,0.82,Negative,0.03,NA,A5
HH138_produce,BacHum,NA,No Amp,0.23,Negative,0.1,NA,A6
HH138_produce,Bacteroides fragilis,NA,No Amp,0.62,Negative,0.14,NA,B1
HH138_produce,Blastocystis,28.07,Amp,1.47,Positive,0.89,0.19,B2
HH138_produce,Campylobacter,20.1,Amp,1.21,Positive,0.98,0.33,B3
HH138_produce,Clostridium difficile,21.74,Amp,1.56,Positive,0.81,0.37,B4
HH138_produce,CrAssphage,NA,No Amp,1.03,Negative,0.43,NA,B5
HH138_produce,Cryptosporidium,NA,No Amp,0.66,Negative,0.15,NA,B6
HH138_produce,Cyclospora,NA,No Amp,0.12,Negative,0.41,NA,C1
HH138_produce,Dientamoeba fragilis,NA,No Amp,0.8,Negative,0.02,NA,C2
HH138_produce,E. coli O157,32.52,Amp,1.6,Positive,0.95,0.64,C3
HH138_produce,EAEC,NA,No Amp,0.97,Negative,0.43,NA,C4
HH138_produce,EPEC,NA,No Amp,0.79,Negative,0.12,NA,C5
HH138_produce,ETEC,NA,No Amp,0.66,Negative,0.08,NA,C6
HH138_produce,Entamoeba histolytica,34.06,Amp,1.36,Positive,0.87,0.96,D1
HH138_produce,Enterovirus,NA,No Amp,0.58,Negative,0.28,NA,D2
HH138_produce,Giardia,28.51,Amp,1.33,Positive,0.84,0.35,D3
HH138_produce,HF183,NA,No Amp,0.12,Negative,0.47,NA,D4
HH138_produce,Helicobacter pylori,NA,Inconclusive,1.09,Equivocal,0,NA,D5
HH138_produce,Hepatitis A,NA,No Amp,0.65,Negative,0.02,NA,D6
HH138_produce,Hepatitis E,NA,No Amp,0.07,Negative,0.36,NA,E1
HH138_produce,Listeria monocytogenes,NA,No Amp,0.83,Negative,0.07,NA,E2
HH138_produce,MS2,NA,No Amp,0.12,Negative,0.41,NA,E3
HH138_produce,Necator,NA,No Amp,0.13,Negative,0.12,NA,E4
HH138_produce,No Template Control,NA,No Amp,0.89,Negative,0.3,NA,E5
HH138_produce,Norovirus GI,NA,No Amp,0.03,Negative,0.2,NA,E6
HH138_produce,Norovirus GII,28.7,Amp,1.23,Positive,0.98,0.26,F1
HH138_produce,Rotavirus A,NA,No Amp,0.79,Negative,0.02,NA,F2
HH138_produce,STEC,NA,No Amp,1.02,Negative,0.44,NA,F3
HH138_produce,Salmonella,33.72,Amp,1.95,Positive,0.93,0.36,F4
HH138_produce,Sapovirus,NA,No Amp,0.52,Negative,0.4,NA,F5
HH138_produce,Shigella,NA,No Amp,0.69,Negative,0.13,NA,F6
HH138_produce,Sketa22,29.67,Amp,1.86,Positive,0.95,0.68,G1
HH138_produce,Spiked_Extraction_Control,NA,Inconclusive,0.41,Equivocal,0.12,NA,G2
HH138_produce,Strongyloides,NA,No Amp,1.01,Negative,0.01,NA,G3
HH138_produce,Trichuris,NA,No Amp,1.08,Negative,0.2,NA,G4
HH138_produce,Vibrio cholerae,NA,Inconclusive,0.42,Equivocal,0.3,NA,G5
HH138_produce,Yersinia enterocolitica,NA,No Amp,0.93,Negative,0.02,NA,G6
HH138_produce,blaCTX-M,NA,No Amp,0.11,Negative,0.13,NA,H1
HH138_produce,blaNDM,NA,No Amp,0.75,Negative,0.14,NA,H2
HH138_produce,mecA,30.35,Amp,1.73,Positive,0.81,0.62,H3
HH138_produce,qnrS,NA,No Amp,0.79,Negative,0,NA,H4
HH138_produce,sul1,NA,No Amp,0.21,Negative,0.47,NA,H5
HH138_produce,tetA,NA,No Amp,0.43,Negative,0.2,NA,H6
HH139_compost,Adenovirus 40/41,NA,No Amp,0.95,Negative,0.27,NA,A1
HH139_compost,Aeromonas,NA,No Amp,0.23,Negative,0.01,NA,A2
HH139_compost,Ancylostoma,NA,No Amp,0.34,Negative,0.16,NA,A3
HH139_compost,Ascaris,NA,No Amp,0.88,Negative,0.32,NA,A4
HH139_compost,Astrovirus,29.66,Amp,1.21,Positive,0.98,0.13,A5
HH139_compost,BacHum,NA,No Amp,0.74,Negative,0.33,NA,A6
HH139_compost,Bacteroides fragilis,NA,Inconclusive,1.03,Equivocal,0.24,NA,B1
HH139_compost,Blastocystis,NA,No Amp,0.52,Negative,0.04,NA,B2
HH139_compost,Campylobacter,25.49,Amp,1.36,Positive,0.98,0.24,B3
HH139_compost,Clostridium difficile,27.76,Amp,1.55,Positive,0.86,0.17,B4
HH139_compost,CrAssphage,31.76,Amp,1.53,Positive,0.83,0.99,B5
HH139_compost,Cryptosporidium,NA,Inconclusive,0.72,Equivocal,0.12,NA,B6
HH139_compost,Cyclospora,21.01,Amp,1.27,Positive,0.99,0.7,C1
HH139_compost,Dientamoeba fragilis,NA,No Amp,0.92,Negative,0.18,NA,C2
HH139_compost,E. coli O157,NA,No Amp,0.72,Negative,0.49,NA,C3
HH139_compost,EAEC,NA,No Amp,0.84,Negative,0.08,NA,C4
HH139_compost,EPEC,NA,No Amp,1.07,Negative,0.41,NA,C5
HH139_compost,ETEC,NA,No Amp,0.08,Negative,0.33,NA,C6
HH139_compost,Entamoeba histolytica,NA,No Amp,0.14,Negative,0.35,NA,D1
HH139_compost,Enterovirus,NA,No Amp,0.93,Negative,0.43,NA,D2
HH139_compost,Giardia,NA,Inconclusive,0.31,Equivocal,0.07,NA,D3
HH139_compost,HF183,NA,No Amp,0.13,Negative,0.44,NA,D4
HH139_compost,Helicobacter pylori,NA,No Amp,0.17,Negative,0.15,NA,D5
HH139_compost,Hepatitis A,33.15,Amp,1.64,Positive,0.95,0.58,D6
HH139_compost,Hepatitis E,NA,No Amp,0.9,Negative,0.38,NA,E1
HH139_compost,Listeria monocytogenes,NA,No Amp,0.99,Negative,0.17,NA,E2
HH139_compost,MS2,23.36,Amp,1.48,Positive,0.84,0.57,E3
HH139_compost,Necator,27.46,Amp,1.91,Positive,0.81,0.39,E4
HH139_compost,No Template Control,NA,No Amp,0.2,Negative,0.12,NA,E5
HH139_compost,Norovirus GI,NA,No Amp,0.97,Negative,0.04,NA,E6
HH139_compost,Norovirus GII,NA,No Amp,0.68,Negative,0.13,NA,F1
HH139_compost,Rotavirus A,33.52,Amp,1.99,Positive,0.9,1,F2
HH139_compost,STEC,NA,No Amp,0.4,Negative,0.22,NA,F3
