Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH122_effluent,Adenovirus 40/41,NA,No Amp,1.01,Negative,0.31,NA,A1
HH122_effluent,Aeromonas,32.35,Amp,1.29,Positive,0.95,0.84,A2
HH122_effluent,Ancylostoma,NA,No Amp,0.91,Negative,0.3,NA,A3
HH122_effluent,Ascaris,NA,No Amp,0.78,Negative,0.02,NA,A4
HH122_effluent,Astrovirus,NA,No Amp,0.01,Negative,0.31,NA,A5
HH122_effluent,BacHum,29.63,Amp,1.73,Positive,0.92,0.65,A6
HH122_effluent,Bacteroides fragilis,NA,No Amp,0.92,Negative,0.2,NA,B1
HH122_effluent,Blastocystis,21.36,Amp,1.54,Positive,0.83,0.62,B2
HH122_effluent,Campylobacter,NA,No Amp,0.94,Negative,0.19,NA,B3
HH122_effluent,Clostridium difficile,NA,No Amp,0.5,Negative,0.12,NA,B4
HH122_effluent,CrAssphage,26.63,Amp,1.68,Positive,0.96,0.47,B5
HH122_effluent,Cryptosporidium,NA,No Amp,0.17,Negative,0.41,NA,B6
HH122_effluent,Cyclospora,26.62,Amp,1.89,Positive,0.87,0.58,C1
HH122_effluent,Dientamoeba fragilis,NA,Inconclusive,1.09,Equivocal,0.35,NA,C2
HH122_effluent,E. coli O157,NA,No Amp,0.37,Negative,0.23,NA,C3
HH122_effluent,EAEC,NA,Inconclusive,0.97,Equivocal,0.02,NA,C4
HH122_effluent,EPEC,29.93,Amp,1.36,Positive,0.99,0.45,C5
HH122_effluent,ETEC,NA,Inconclusive,0.81,Equivocal,0.15,NA,C6
HH122_effluent,Entamoeba histolytica,NA,No Amp,0.43,Negative,0.09,NA,D1
HH122_effluent,Enterovirus,NA,No Amp,0.69,Negative,0.5,NA,D2
HH122_effluent,Giardia,31.39,Amp,1.49,Positive,0.95,0.47,D3
HH122_effluent,HF183,32.28,Amp,1.59,Positive,0.85,0.18,D4
HH122_effluent,Helicobacter pylori,NA,No Amp,0.26,Negative,0.32,NA,D5
HH122_effluent,Hepatitis A,NA,No Amp,0.8,Negative,0.49,NA,D6
HH122_effluent,Hepatitis E,NA,No Amp,0.94,Negative,0.39,NA,E1
HH122_effluent,Listeria monocytogenes,22.08,Amp,2,Positive,0.86,0.74,E2
HH122_effluent,MS2,NA,No Amp,0.49,Negative,0.16,NA,E3
HH122_effluent,Necator,NA,Inconclusive,0.42,Equivocal,0.25,NA,E4
HH122_effluent,No Template Control,NA,No Amp,0.89,Negative,0.22,NA,E5
HH122_effluent,Norovirus GI,34.77,Amp,1.57,Positive,0.82,0.55,E6
HH122_effluent,Norovirus GII,NA,No Amp,0.9,Negative,0.05,NA,F1
HH122_effluent,Rotavirus A,NA,No Amp,0.15,Negative,0.23,NA,F2
HH122_effluent,STEC,NA,No Amp,0.08,Negative,0.23,NA,F3
HH122_effluent,Salmonella,NA,No Amp,0.2,Negative,0.35,NA,F4
HH122_effluent,Sapovirus,NA,No Amp,0.76,Negative,0.36,NA,F5
HH122_effluent,Shigella,NA,Inconclusive,0.86,Equivocal,0.01,NA,F6
HH122_effluent,Sketa22,27.43,Amp,2,Positive,0.84,0.97,G1
HH122_effluent,Spiked_Extraction_Control,NA,No Amp,0.96,Negative,0.39,NA,G2
HH122_effluent,Strongyloides,NA,No Amp,0.1,Negative,0.24,NA,G3
HH122_effluent,Trichuris,NA,No Amp,0.3,Negative,0.41,NA,G4
HH122_effluent,Vibrio cholerae,NA,No Amp,0.93,Negative,0.4,NA,G5
