Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH015_compost,Adenovirus 40/41,NA,No Amp,0.54,Negative,0.21,NA,A1
HH015_compost,Aeromonas,22.4,Amp,1.42,Positive,0.9,0.46,A2
HH015_compost,Ancylostoma,NA,No Amp,0.37,Negative,0.49,NA,A3
HH015_compost,Ascaris,NA,No Amp,0.28,Negative,0.49,NA,A4
HH015_compost,Astrovirus,NA,Inconclusive,0.4,Equivocal,0.49,NA,A5
HH015_compost,BacHum,33.03,Amp,1.47,Positive,0.88,0.73,A6
HH015_compost,Bacteroides fragilis,NA,No Amp,0.31,Negative,0.06,NA,B1
HH015_compost,Blastocystis,25.92,Amp,1.28,Positive,0.93,0.86,B2
HH015_compost,Campylobacter,NA,No Amp,0.65,Negative,0.3,NA,B3
HH015_compost,Clostridium difficile,34.91,Amp,1.36,Positive,0.81,0.68,B4
HH015_compost,CrAssphage,30.08,Amp,1.62,Positive,0.86,0.12,B5
HH015_compost,Cryptosporidium,20.2,Amp,1.71,Positive,1,0.27,B6
HH015_compost,Cyclospora,NA,No Amp,0.97,Negative,0.44,NA,C1
HH015_compost,Dientamoeba fragilis,NA,No Amp,0.13,Negative,0.47,NA,C2
HH015_compost,E. coli O157,NA,No Amp,0.46,Negative,0.16,NA,C3
HH015_compost,EAEC,NA,No Amp,0.98,Negative,0.18,NA,C4
HH015_compost,EPEC,NA,No Amp,0.64,Negative,0.34,NA,C5
HH015_compost,ETEC,25.89,Amp,1.97,Positive,0.89,0.93,C6
HH015_compost,Entamoeba histolytica,34.25,Amp,1.29,Positive,0.95,0.99,D1
HH015_compost,Enterovirus,NA,No Amp,1.06,Negative,0.41,NA,D2
HH015_compost,Giardia,NA,No Amp,1.08,Negative,0.07,NA,D3
HH015_compost,HF183,NA,No Amp,0.55,Negative,0.04,NA,D4
HH015_compost,Helicobacter pylori,NA,No Amp,0.78,Negative,0.45,NA,D5
HH015_compost,Hepatitis A,NA,No Amp,0.95,Negative,0.42,NA,D6
HH015_compost,Hepatitis E,NA,No Amp,0.75,Negative,0.31,NA,E1
HH015_compost,Listeria monocytogenes,NA,No Amp,0.95,Negative,0.36,NA,E2
HH015_compost,MS2,26.25,Amp,1.4,Positive,1,0.27,E3
HH015_compost,Necator,NA,No Amp,0.64,Negative,0.36,NA,E4
HH015_compost,No Template Control,NA,No Amp,0.57,Negative,0.05,NA,E5
HH015_compost,Norovirus GI,NA,No Amp,0.3,Negative,0.47,NA,E6
HH015_compost,Norovirus GII,NA,No Amp,0.16,Negative,0.34,NA,F1
HH015_compost,Rotavirus A,21.69,Amp,1.38,Positive,0.88,0.2,F2
HH015_compost,STEC,23.88,Amp,1.49,Positive,0.88,0.29,F3
HH015_compost,Salmonella,28.68,Amp,1.83,Positive,0.87,0.39,F4
HH015_compost,Sapovirus,NA,No Amp,1.03,Negative,0.04,NA,F5
HH015_compost,Shigella,NA,Inconclusive,0.1,Equivocal,0.18,NA,F6
HH015_compost,Sketa22,NA,No Amp,0.06,Negative,0.45,NA,G1
HH015_compost,Spiked_Extraction_Control,NA,Inconclusive,0.18,Equivocal,0.29,NA,G2
HH015_compost,Strongyloides,NA,No Amp,0.21,Negative,0.44,NA,G3
HH015_compost,Trichuris,NA,No Amp,0.06,Negative,0.26,NA,G4
HH015_compost,Vibrio cholerae,NA,Inconclusive,1,Equivocal,0.11,NA,G5
HH015_compost,Yersinia enterocolitica,NA,Inconclusive,0.62,Equivocal,0.09,NA,G6
HH015_compost,blaCTX-M,NA,No Amp,0.96,Negative,0.1,NA,H1
HH015_compost,blaNDM,NA,No Amp,1.06,Negative,0.08,NA,H2
HH015_compost,mecA,NA,No Amp,0.56,Negative,0.31,NA,H3
HH015_compost,qnrS,NA,No Amp,0.61,Negative,0.05,NA,H4
HH015_compost,sul1,NA,No Amp,0.97,Negative,0.09,NA,H5
HH015_compost,tetA,27.21,Amp,1.28,Positive,0.96,0.38,H6
HH015_effluent,Adenovirus 40/41,22.93,Amp,1.88,Positive,0.96,0.86,A1
HH015_effluent,Aeromonas,33.27,Amp,1.76,Positive,0.89,0.79,A2
HH015_effluent,Ancylostoma,NA,No Amp,0.05,Negative,0.1,NA,A3
HH015_effluent,Ascaris,NA,No Amp,0.89,Negative,0.19,NA,A4
HH015_effluent,Astrovirus,NA,No Amp,0.66,Negative,0.15,NA,A5
HH015_effluent,BacHum,22.79,Amp,1.38,Positive,0.85,0.89,A6
HH015_effluent,Bacteroides fragilis,NA,No Amp,0.32,Negative,0.45,NA,B1
HH015_effluent,Blastocystis,NA,No Amp,0.77,Negative,0.05,NA,B2
HH015_effluent,Campylobacter,NA,No Amp,0.88,Negative,0.34,NA,B3
HH015_effluent,Clostridium difficile,NA,No Amp,0.62,Negative,0.2,NA,B4
HH015_effluent,CrAssphage,NA,No Amp,0.52,Negative,0.01,NA,B5
HH015_effluent,Cryptosporidium,20.33,Amp,1.54,Positive,0.85,0.87,B6
HH015_effluent,Cyclospora,NA,Inconclusive,0.74,Equivocal,0.09,NA,C1
HH015_effluent,Dientamoeba fragilis,NA,No Amp,0.22,Negative,0.18,NA,C2
HH015_effluent,E. coli O157,NA,No Amp,0.6,Negative,0.19,NA,C3
HH015_effluent,EAEC,NA,Inconclusive,0.15,Equivocal,0.2,NA,C4
HH015_effluent,EPEC,NA,No Amp,0.25,Negative,0.04,NA,C5
HH015_effluent,ETEC,NA,No Amp,0.12,Negative,0.24,NA,C6
HH015_effluent,Entamoeba histolytica,NA,No Amp,0.41,Negative,0.45,NA,D1
HH015_effluent,Enterovirus,NA,No Amp,0.7,Negative,0.12,NA,D2
HH015_effluent,Giardia,28.95,Amp,1.85,Positive,0.87,0.49,D3
HH015_effluent,HF183,29.07,Amp,1.24,Positive,0.92,0.72,D4
HH015_effluent,Helicobacter pylori,NA,No Amp,0.9,Negative,0.31,NA,D5
HH015_effluent,Hepatitis A,NA,No Amp,0.04,Negative,0.22,NA,D6
HH015_effluent,Hepatitis E,NA,No Amp,0.39,Negative,0.32,NA,E1
HH015_effluent,Listeria monocytogenes,30.39,Amp,1.59,Positive,0.98,0.22,E2
HH015_effluent,MS2,NA,Inconclusive,0.35,Equivocal,0.22,NA,E3
HH015_effluent,Necator,NA,No Amp,0.85,Negative,0.37,NA,E4
HH015_effluent,No Template Control,NA,No Amp,0.88,Negative,0.12,NA,E5
HH015_effluent,Norovirus GI,NA,No Amp,0.33,Negative,0.24,NA,E6
HH015_effluent,Norovirus GII,22.14,Amp,1.57,Positive,0.81,0.48,F1
HH015_effluent,Rotavirus A,NA,No Amp,0.39,Negative,0.05,NA,F2
HH015_effluent,STEC,NA,No Amp,0.48,Negative,0.2,NA,F3
HH015_effluent,Salmonella,NA,No Amp,0.39,Negative,0.43,NA,F4
HH015_effluent,Sapovirus,NA,No Amp,0.55,Negative,0.28,NA,F5
HH015_effluent,Shigella,NA,No Amp,0.15,Negative,0.3,NA,F6
HH015_effluent,Sketa22,NA,No Amp,0.65,Negative,0.26,NA,G1
HH015_effluent,Spiked_Extraction_Control,NA,No Amp,0.93,Negative,0.36,NA,G2
HH015_effluent,Strongyloides,NA,No Amp,0.79,Negative,0.45,NA,G3
HH015_effluent,Trichuris,22.54,Amp,1.57,Positive,0.9,0.9,G4
HH015_effluent,Vibrio cholerae,20.64,Amp,1.73,Positive,0.98,0.75,G5
HH015_effluent,Yersinia enterocolitica,NA,No Amp,0.83,Negative,0.07,NA,G6
HH015_effluent,blaCTX-M,NA,No Amp,0.04,Negative,0.35,NA,H1
HH015_effluent,blaNDM,21.47,Amp,1.52,Positive,0.87,0.9,H2
HH015_effluent,mecA,30.39,Amp,1.39,Positive,0.91,0.7,H3
HH015_effluent,qnrS,NA,No Amp,0.41,Negative,0.16,NA,H4
HH015_effluent,sul1,33.79,Amp,1.97,Positive,0.9,0.2,H5
HH015_effluent,tetA,NA,No Amp,0.84,Negative,0.05,NA,H6
HH015_produce,Adenovirus 40/41,23.66,Amp,1.43,Positive,0.95,0.3,A1
HH015_produce,Aeromonas,NA,No Amp,1.06,Negative,0.5,NA,A2
HH015_produce,Ancylostoma,31.94,Amp,1.24,Positive,0.94,0.17,A3
HH015_produce,Ascaris,NA,No Amp,0.71,Negative,0.14,NA,A4
HH015_produce,Astrovirus,NA,No Amp,0.5,Negative,0.4,NA,A5
HH015_produce,BacHum,NA,No Amp,0.72,Negative,0.21,NA,A6
HH015_produce,Bacteroides fragilis,20.17,Amp,1.21,Positive,0.89,0.4,B1
HH015_produce,Blastocystis,NA,No Amp,0.31,Negative,0.09,NA,B2
HH015_produce,Campylobacter,NA,No Amp,0.4,Negative,0.14,NA,B3
HH015_produce,Clostridium difficile,NA,No Amp,0.73,Negative,0.28,NA,B4
HH015_produce,CrAssphage,NA,No Amp,0.65,Negative,0.28,NA,B5
HH015_produce,Cryptosporidium,NA,No Amp,0.01,Negative,0.18,NA,B6
HH015_produce,Cyclospora,NA,No Amp,0.88,Negative,0.46,NA,C1
HH015_produce,Dientamoeba fragilis,NA,No Amp,0.46,Negative,0.28,NA,C2
HH015_produce,E. coli O157,NA,No Amp,0.37,Negative,0.17,NA,C3
HH015_produce,EAEC,34.51,Amp,1.94,Positive,0.98,0.96,C4
HH015_produce,EPEC,21.61,Amp,1.63,Positive,0.82,0.13,C5
HH015_produce,ETEC,26.47,Amp,1.75,Positive,0.83,0.11,C6
HH015_produce,Entamoeba histolytica,NA,Inconclusive,0.86,Equivocal,0.12,NA,D1
HH015_produce,Enterovirus,NA,No Amp,0.61,Negative,0.33,NA,D2
HH015_produce,Giardia,NA,No Amp,1.06,Negative,0.1,NA,D3
HH015_produce,HF183,NA,No Amp,0.43,Negative,0.28,NA,D4
HH015_produce,Helicobacter pylori,NA,No Amp,0.48,Negative,0.44,NA,D5
HH015_produce,Hepatitis A,34.85,Amp,2,Positive,0.93,0.85,D6
HH015_produce,Hepatitis E,NA,No Amp,0.84,Negative,0.39,NA,E1
HH015_produce,Listeria monocytogenes,24.76,Amp,1.72,Positive,0.95,0.41,E2
HH015_produce,MS2,23.35,Amp,1.99,Positive,0.96,0.68,E3
HH015_produce,Necator,NA,No Amp,0.07,Negative,0.05,NA,E4
HH015_produce,No Template Control,NA,No Amp,1.05,Negative,0.32,NA,E5
HH015_produce,Norovirus GI,29.37,Amp,1.66,Positive,0.88,0.88,E6
HH015_produce,Norovirus GII,NA,Inconclusive,1.05,Equivocal,0.36,NA,F1
HH015_produce,Rotavirus A,NA,No Amp,0.26,Negative,0.2,NA,F2
HH015_produce,STEC,NA,No Amp,0.1,Negative,0.3,NA,F3
HH015_produce,Salmonella,NA,No Amp,0.36,Negative,0.26,NA,F4
HH015_produce,Sapovirus,34.31,Amp,1.78,Positive,0.85,0.63,F5
HH015_produce,Shigella,32.73,Amp,1.75,Positive,0.98,0.21,F6
HH015_produce,Sketa22,31.35,Amp,1.96,Positive,0.89,0.88,G1
HH015_produce,Spiked_Extraction_Control,20.19,Amp,1.94,Positive,0.89,0.95,G2
HH015_produce,Strongyloides,NA,No Amp,0.38,Negative,0.31,NA,G3
HH015_produce,Trichuris,NA,No Amp,1.01,Negative,0.08,NA,G4
HH015_produce,Vibrio cholerae,NA,No Amp,0.02,Negative,0.43,NA,G5
HH015_produce,Yersinia enterocolitica,22.55,Amp,1.56,Positive,0.85,0.87,G6
HH015_produce,blaCTX-M,NA,No Amp,0.7,Negative,0.36,NA,H1
HH015_produce,blaNDM,NA,No Amp,1.01,Negative,0.48,NA,H2
HH015_produce,mecA,NA,No Amp,0.31,Negative,0.19,NA,H3
HH015_produce,qnrS,NA,No Amp,0.46,Negative,0.29,NA,H4
HH015_produce,sul1,NA,No Amp,1.05,Negative,0.39,NA,H5
HH015_produce,tetA,24.33,Amp,1.32,Positive,1,0.41,H6
HH016_compost,Adenovirus 40/41,29.95,Amp,1.29,Positive,0.82,0.77,A1
HH016_compost,Aeromonas,NA,No Amp,0.85,Negative,0.11,NA,A2
HH016_compost,Ancylostoma,25.53,Amp,1.51,Positive,0.94,0.39,A3
HH016_compost,Ascaris,NA,No Amp,0.4,Negative,0.35,NA,A4
HH016_compost,Astrovirus,32.87,Amp,1.3,Positive,0.87,0.64,A5
HH016_compost,BacHum,27.19,Amp,1.58,Positive,0.8,0.23,A6
HH016_compost,Bacteroides fragilis,NA,No Amp,0.62,Negative,0.37,NA,B1
HH016_compost,Blastocystis,NA,No Amp,0.89,Negative,0.2,NA,B2
HH016_compost,Campylobacter,33.87,Amp,1.98,Positive,0.87,0.22,B3
HH016_compost,Clostridium difficile,21.46,Amp,1.4,Positive,0.92,0.45,B4
HH016_compost,CrAssphage,NA,No Amp,0.32,Negative,0.44,NA,B5
HH016_compost,Cryptosporidium,24.3,Amp,1.54,Positive,0.9,0.5,B6
