Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH005_produce,Adenovirus 40/41,24.47,Amp,2,Positive,0.93,0.81,A1
HH005_produce,Aeromonas,21.32,Amp,1.42,Positive,1,0.83,A2
HH005_produce,Ancylostoma,NA,No Amp,0.41,Negative,0.15,NA,A3
HH005_produce,Ascaris,NA,No Amp,0.09,Negative,0.32,NA,A4
HH005_produce,Astrovirus,22.05,Amp,1.87,Positive,0.84,0.53,A5
HH005_produce,BacHum,22.57,Amp,1.22,Positive,0.98,0.61,A6
HH005_produce,Bacteroides fragilis,NA,No Amp,0.43,Negative,0.06,NA,B1
HH005_produce,Blastocystis,NA,No Amp,0.24,Negative,0.3,NA,B2
HH005_produce,Campylobacter,NA,No Amp,0.58,Negative,0.35,NA,B3
HH005_produce,Clostridium difficile,NA,No Amp,0.2,Negative,0.01,NA,B4
HH005_produce,CrAssphage,31.67,Amp,1.45,Positive,0.93,0.87,B5
HH005_produce,Cryptosporidium,NA,Inconclusive,0.13,Equivocal,0.14,NA,B6
HH005_produce,Cyclospora,NA,No Amp,0.7,Negative,0.08,NA,C1
HH005_produce,Dientamoeba fragilis,NA,No Amp,0.11,Negative,0.16,NA,C2
HH005_produce,E. coli O157,NA,No Amp,1.02,Negative,0.2,NA,C3
HH005_produce,EAEC,NA,No Amp,0.45,Negative,0.49,NA,C4
HH005_produce,EPEC,NA,No Amp,0.88,Negative,0,NA,C5
HH005_produce,ETEC,25.99,Amp,1.92,Positive,0.87,0.35,C6
HH005_produce,Entamoeba histolytica,20.36,Amp,1.98,Positive,0.85,0.96,D1
HH005_produce,Enterovirus,NA,No Amp,1.02,Negative,0.04,NA,D2
HH005_produce,Giardia,33.78,Amp,1.33,Positive,0.91,0.86,D3
HH005_produce,HF183,NA,No Amp,0.85,Negative,0.43,NA,D4
HH005_produce,Helicobacter pylori,22.76,Amp,1.87,Positive,0.95,0.19,D5
HH005_produce,Hepatitis A,33.67,Amp,1.21,Positive,0.89,0.62,D6
HH005_produce,Hepatitis E,23.79,Amp,1.37,Positive,0.82,0.34,E1
HH005_produce,Listeria monocytogenes,NA,No Amp,0.63,Negative,0.48,NA,E2
HH005_produce,MS2,NA,Inconclusive,0.69,Equivocal,0.3,NA,E3
HH005_produce,Necator,33.99,Amp,1.66,Positive,0.96,0.12,E4
HH005_produce,No Template Control,27.14,Amp,1.81,Positive,0.95,0.42,E5
HH005_produce,Norovirus GI,21.14,Amp,1.26,Positive,0.96,0.39,E6
HH005_produce,Norovirus GII,NA,No Amp,0.91,Negative,0.09,NA,F1
HH005_produce,Rotavirus A,NA,No Amp,0.33,Negative,0.02,NA,F2
HH005_produce,STEC,20.76,Amp,1.94,Positive,0.96,0.71,F3
HH005_produce,Salmonella,NA,No Amp,0.5,Negative,0.45,NA,F4
HH005_produce,Sapovirus,NA,No Amp,1.03,Negative,0.29,NA,F5
HH005_produce,Shigella,NA,No Amp,0.84,Negative,0.26,NA,F6
HH005_produce,Sketa22,NA,No Amp,0.24,Negative,0.47,NA,G1
HH005_produce,Spiked_Extraction_Control,NA,No Amp,0.78,Negative,0.3,NA,G2
HH005_produce,Strongyloides,NA,No Amp,0.16,Negative,0.2,NA,G3
HH005_produce,Trichuris,32.71,Amp,1.42,Positive,0.88,0.83,G4
HH005_produce,Vibrio cholerae,NA,No Amp,0.68,Negative,0.15,NA,G5
HH005_produce,Yersinia enterocolitica,NA,No Amp,0.83,Negative,0.39,NA,G6
HH005_produce,blaCTX-M,NA,No Amp,1.08,Negative,0.46,NA,H1
HH005_produce,blaNDM,NA,Inconclusive,1,Equivocal,0.34,NA,H2
HH005_produce,mecA,33.44,Amp,1.89,Positive,0.93,0.17,H3
HH005_produce,qnrS,NA,No Amp,0.29,Negative,0.45,NA,H4
HH005_produce,sul1,NA,No Amp,0.98,Negative,0.33,NA,H5
HH005_produce,tetA,NA,No Amp,0.04,Negative,0.11,NA,H6
HH006_compost,Adenovirus 40/41,30.76,Amp,1.44,Positive,0.91,0.88,A1
HH006_compost,Aeromonas,34.49,Amp,1.72,Positive,0.93,0.72,A2
