Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH103_produce,Adenovirus 40/41,NA,No Amp,0.95,Negative,0.49,NA,A1
HH103_produce,Aeromonas,NA,No Amp,0.08,Negative,0.19,NA,A2
HH103_produce,Ancylostoma,NA,Inconclusive,0.97,Equivocal,0.05,NA,A3
HH103_produce,Ascaris,NA,No Amp,0.2,Negative,0.22,NA,A4
HH103_produce,Astrovirus,31.97,Amp,1.78,Positive,0.92,0.13,A5
HH103_produce,BacHum,22.79,Amp,1.55,Positive,0.95,0.6,A6
HH103_produce,Bacteroides fragilis,23.22,Amp,1.92,Positive,0.8,0.66,B1
HH103_produce,Blastocystis,NA,No Amp,0.92,Negative,0.09,NA,B2
HH103_produce,Campylobacter,NA,Inconclusive,0.35,Equivocal,0.34,NA,B3
HH103_produce,Clostridium difficile,NA,No Amp,1.01,Negative,0.04,NA,B4
HH103_produce,CrAssphage,NA,No Amp,1.04,Negative,0.29,NA,B5
HH103_produce,Cryptosporidium,NA,No Amp,0.18,Negative,0.02,NA,B6
HH103_produce,Cyclospora,34.18,Amp,1.41,Positive,0.87,0.69,C1
HH103_produce,Dientamoeba fragilis,22.5,Amp,1.41,Positive,0.97,0.26,C2
HH103_produce,E. coli O157,NA,No Amp,0.43,Negative,0.43,NA,C3
HH103_produce,EAEC,27.08,Amp,1.7,Positive,0.83,0.92,C4
HH103_produce,EPEC,22.98,Amp,1.6,Positive,0.82,0.53,C5
HH103_produce,ETEC,25.7,Amp,1.47,Positive,0.89,0.63,C6
HH103_produce,Entamoeba histolytica,NA,No Amp,0.64,Negative,0.34,NA,D1
HH103_produce,Enterovirus,NA,No Amp,0.79,Negative,0.14,NA,D2
HH103_produce,Giardia,NA,No Amp,0.54,Negative,0.21,NA,D3
HH103_produce,HF183,NA,No Amp,0.92,Negative,0.02,NA,D4
HH103_produce,Helicobacter pylori,NA,No Amp,0.17,Negative,0.27,NA,D5
HH103_produce,Hepatitis A,32.09,Amp,1.83,Positive,0.89,0.93,D6
HH103_produce,Hepatitis E,34.47,Amp,1.22,Positive,0.99,0.71,E1
HH103_produce,Listeria monocytogenes,29.65,Amp,1.56,Positive,0.92,0.62,E2
HH103_produce,MS2,NA,No Amp,0.28,Negative,0.46,NA,E3
HH103_produce,Necator,NA,No Amp,0.93,Negative,0.22,NA,E4
HH103_produce,No Template Control,NA,No Amp,1.02,Negative,0.32,NA,E5
HH103_produce,Norovirus GI,NA,No Amp,0.69,Negative,0.22,NA,E6
HH103_produce,Norovirus GII,NA,No Amp,0.96,Negative,0.34,NA,F1
HH103_produce,Rotavirus A,NA,No Amp,1.06,Negative,0.41,NA,F2
HH103_produce,STEC,20.97,Amp,1.99,Positive,0.97,0.75,F3
HH103_produce,Salmonella,NA,Inconclusive,0.81,Equivocal,0.4,NA,F4
HH103_produce,Sapovirus,NA,No Amp,0.71,Negative,0.1,NA,F5
HH103_produce,Shigella,NA,Inconclusive,0.43,Equivocal,0.47,NA,F6
HH103_produce,Sketa22,22.27,Amp,1.27,Positive,0.82,0.74,G1
HH103_produce,Spiked_Extraction_Control,21.92,Amp,1.92,Positive,0.83,0.57,G2
HH103_produce,Strongyloides,NA,No Amp,0.29,Negative,0.06,NA,G3
HH103_produce,Trichuris,28.31,Amp,1.22,Positive,0.84,0.94,G4
HH103_produce,Vibrio cholerae,24.62,Amp,1.88,Positive,0.99,0.54,G5
HH103_produce,Yersinia enterocolitica,NA,Inconclusive,0.27,Equivocal,0.06,NA,G6
HH103_produce,blaCTX-M,NA,No Amp,0.82,Negative,0.18,NA,H1
HH103_produce,blaNDM,NA,No Amp,1.1,Negative,0.48,NA,H2
HH103_produce,mecA,NA,No Amp,0.34,Negative,0.06,NA,H3
HH103_produce,qnrS,NA,No Amp,0.51,Negative,0.11,NA,H4
HH103_produce,sul1,NA,No Amp,0.87,Negative,0.23,NA,H5
HH103_produce,tetA,NA,No Amp,0.51,Negative,0.47,NA,H6
HH104_compost,Adenovirus 40/41,NA,No Amp,0.64,Negative,0.26,NA,A1
HH104_compost,Aeromonas,NA,No Amp,0.21,Negative,0.48,NA,A2
HH104_compost,Ancylostoma,NA,Inconclusive,0.26,Equivocal,0.2,NA,A3
HH104_compost,Ascaris,NA,No Amp,0.55,Negative,0.49,NA,A4
HH104_compost,Astrovirus,NA,No Amp,0.75,Negative,0.04,NA,A5
HH104_compost,BacHum,NA,Inconclusive,0.39,Equivocal,0.48,NA,A6
HH104_compost,Bacteroides fragilis,NA,No Amp,0.28,Negative,0.12,NA,B1
HH104_compost,Blastocystis,30.49,Amp,1.96,Positive,0.9,0.31,B2
HH104_compost,Campylobacter,29.9,Amp,1.54,Positive,0.89,0.5,B3
HH104_compost,Clostridium difficile,22.78,Amp,1.44,Positive,0.86,0.28,B4
HH104_compost,CrAssphage,20.5,Amp,1.74,Positive,0.94,0.3,B5
HH104_compost,Cryptosporidium,33.05,Amp,1.88,Positive,0.92,0.86,B6
HH104_compost,Cyclospora,NA,No Amp,0.47,Negative,0.04,NA,C1
HH104_compost,Dientamoeba fragilis,NA,Inconclusive,0.91,Equivocal,0.4,NA,C2
HH104_compost,E. coli O157,NA,No Amp,0.71,Negative,0.46,NA,C3
HH104_compost,EAEC,NA,No Amp,0.23,Negative,0.03,NA,C4
HH104_compost,EPEC,34.86,Amp,1.87,Positive,0.97,0.49,C5
HH104_compost,ETEC,NA,No Amp,0.96,Negative,0.37,NA,C6
HH104_compost,Entamoeba histolytica,NA,No Amp,0.86,Negative,0.34,NA,D1
HH104_compost,Enterovirus,NA,No Amp,0.03,Negative,0.16,NA,D2
HH104_compost,Giardia,33.71,Amp,1.94,Positive,0.84,0.32,D3
HH104_compost,HF183,NA,No Amp,0.55,Negative,0.02,NA,D4
HH104_compost,Helicobacter pylori,NA,No Amp,0.31,Negative,0.25,NA,D5
HH104_compost,Hepatitis A,NA,Inconclusive,0.15,Equivocal,0.12,NA,D6
HH104_compost,Hepatitis E,NA,No Amp,1.1,Negative,0.13,NA,E1
HH104_compost,Listeria monocytogenes,NA,No Amp,0.84,Negative,0.13,NA,E2
HH104_compost,MS2,NA,No Amp,0.71,Negative,0.44,NA,E3
HH104_compost,Necator,NA,No Amp,0.11,Negative,0.46,NA,E4
HH104_compost,No Template Control,NA,No Amp,0.42,Negative,0.22,NA,E5
HH104_compost,Norovirus GI,NA,No Amp,0.07,Negative,0.11,NA,E6
HH104_compost,Norovirus GII,NA,No Amp,0.33,Negative,0.28,NA,F1
HH104_compost,Rotavirus A,NA,No Amp,0.27,Negative,0.4,NA,F2
HH104_compost,STEC,22.31,Amp,1.86,Positive,0.97,0.64,F3
HH104_compost,Salmonella,26.88,Amp,1.91,Positive,0.96,0.76,F4
HH104_compost,Sapovirus,NA,No Amp,0.76,Negative,0.36,NA,F5
HH104_compost,Shigella,NA,No Amp,0.61,Negative,0.05,NA,F6
HH104_compost,Sketa22,NA,No Amp,1,Negative,0.09,NA,G1
HH104_compost,Spiked_Extraction_Control,NA,No Amp,0.89,Negative,0,NA,G2
HH104_compost,Strongyloides,29.68,Amp,1.37,Positive,0.94,0.24,G3
HH104_compost,Trichuris,25.64,Amp,1.34,Positive,0.82,0.59,G4
HH104_compost,Vibrio cholerae,NA,No Amp,1.09,Negative,0.06,NA,G5
HH104_compost,Yersinia enterocolitica,NA,Inconclusive,0.85,Equivocal,0.46,NA,G6
HH104_compost,blaCTX-M,NA,No Amp,0.29,Negative,0.16,NA,H1
HH104_compost,blaNDM,28.31,Amp,1.9,Positive,0.93,0.67,H2
HH104_compost,mecA,25.11,Amp,1.43,Positive,0.94,0.94,H3
HH104_compost,qnrS,NA,No Amp,0.17,Negative,0.5,NA,H4
HH104_compost,sul1,NA,No Amp,0.31,Negative,0.42,NA,H5
HH104_compost,tetA,NA,No Amp,0.02,Negative,0.48,NA,H6
HH104_effluent,Adenovirus 40/41,NA,No Amp,0.61,Negative,0.05,NA,A1
HH104_effluent,Aeromonas,NA,No Amp,0.95,Negative,0.49,NA,A2
HH104_effluent,Ancylostoma,NA,No Amp,0.56,Negative,0.24,NA,A3
HH104_effluent,Ascaris,33.29,Amp,1.39,Positive,0.82,0.37,A4
HH104_effluent,Astrovirus,29.64,Amp,1.51,Positive,0.81,0.58,A5
HH104_effluent,BacHum,NA,No Amp,0.96,Negative,0.14,NA,A6
HH104_effluent,Bacteroides fragilis,24.96,Amp,1.95,Positive,0.84,0.62,B1
HH104_effluent,Blastocystis,26.25,Amp,1.83,Positive,0.86,0.39,B2
