Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH022_compost,Adenovirus 40/41,NA,No Amp,0.48,Negative,0.42,NA,A1
HH022_compost,Aeromonas,NA,No Amp,0.6,Negative,0.46,NA,A2
HH022_compost,Ancylostoma,NA,No Amp,0.99,Negative,0.04,NA,A3
HH022_compost,Ascaris,NA,No Amp,0.26,Negative,0.38,NA,A4
HH022_compost,Astrovirus,NA,No Amp,0.14,Negative,0.11,NA,A5
HH022_compost,BacHum,NA,No Amp,1.1,Negative,0.48,NA,A6
HH022_compost,Bacteroides fragilis,33.51,Amp,1.36,Positive,0.85,0.78,B1
HH022_compost,Blastocystis,NA,No Amp,0.85,Negative,0.34,NA,B2
HH022_compost,Campylobacter,28.26,Amp,1.88,Positive,0.91,0.81,B3
HH022_compost,Clostridium difficile,NA,No Amp,0.59,Negative,0.26,NA,B4
HH022_compost,CrAssphage,NA,Inconclusive,0.69,Equivocal,0,NA,B5
HH022_compost,Cryptosporidium,NA,No Amp,0.34,Negative,0.43,NA,B6
HH022_compost,Cyclospora,NA,No Amp,0.38,Negative,0.24,NA,C1
HH022_compost,Dientamoeba fragilis,NA,No Amp,0.67,Negative,0.45,NA,C2
HH022_compost,E. coli O157,30.76,Amp,1.36,Positive,0.87,0.87,C3
HH022_compost,EAEC,NA,No Amp,0.45,Negative,0.04,NA,C4
HH022_compost,EPEC,30.07,Amp,1.42,Positive,0.91,0.84,C5
HH022_compost,ETEC,NA,No Amp,0.23,Negative,0.4,NA,C6
HH022_compost,Entamoeba histolytica,28.87,Amp,1.41,Positive,0.83,0.94,D1
HH022_compost,Enterovirus,NA,No Amp,0.34,Negative,0.5,NA,D2
HH022_compost,Giardia,NA,No Amp,1.06,Negative,0.2,NA,D3
HH022_compost,HF183,NA,No Amp,0.1,Negative,0.36,NA,D4
HH022_compost,Helicobacter pylori,NA,No Amp,1.05,Negative,0.23,NA,D5
HH022_compost,Hepatitis A,27.54,Amp,1.83,Positive,0.92,0.61,D6
HH022_compost,Hepatitis E,28.07,Amp,1.85,Positive,0.85,0.82,E1
HH022_compost,Listeria monocytogenes,NA,No Amp,0.86,Negative,0.21,NA,E2
HH022_compost,MS2,28.4,Amp,1.63,Positive,0.88,0.96,E3
HH022_compost,Necator,NA,No Amp,0.06,Negative,0.19,NA,E4
HH022_compost,No Template Control,27.8,Amp,1.55,Positive,0.92,0.63,E5
HH022_compost,Norovirus GI,NA,No Amp,0.88,Negative,0.35,NA,E6
HH022_compost,Norovirus GII,27.17,Amp,1.63,Positive,0.85,0.18,F1
HH022_compost,Rotavirus A,NA,No Amp,0.37,Negative,0.35,NA,F2
HH022_compost,STEC,25.92,Amp,1.83,Positive,0.93,0.81,F3
HH022_compost,Salmonella,NA,No Amp,0.69,Negative,0.35,NA,F4
HH022_compost,Sapovirus,NA,No Amp,0.65,Negative,0.16,NA,F5
HH022_compost,Shigella,24.96,Amp,1.52,Positive,0.82,0.27,F6
HH022_compost,Sketa22,32.45,Amp,1.39,Positive,0.82,0.74,G1
HH022_compost,Spiked_Extraction_Control,31.54,Amp,1.87,Positive,0.87,0.35,G2
HH022_compost,Strongyloides,NA,No Amp,0.99,Negative,0.12,NA,G3
HH022_compost,Trichuris,33.43,Amp,1.37,Positive,0.85,0.18,G4
HH022_compost,Vibrio cholerae,NA,No Amp,1.08,Negative,0.18,NA,G5
HH022_compost,Yersinia enterocolitica,25.01,Amp,1.93,Positive,0.92,0.51,G6
HH022_compost,blaCTX-M,NA,No Amp,0.38,Negative,0,NA,H1
HH022_compost,blaNDM,21.13,Amp,1.72,Positive,0.96,0.64,H2
HH022_compost,mecA,NA,No Amp,0.97,Negative,0.4,NA,H3
HH022_compost,qnrS,NA,No Amp,0.49,Negative,0.26,NA,H4
HH022_compost,sul1,24.77,Amp,1.89,Positive,0.82,0.38,H5
HH022_compost,tetA,NA,No Amp,0.35,Negative,0.03,NA,H6
HH022_effluent,Adenovirus 40/41,NA,No Amp,0.77,Negative,0.06,NA,A1
HH022_effluent,Aeromonas,NA,No Amp,0.23,Negative,0.04,NA,A2
HH022_effluent,Ancylostoma,23.64,Amp,1.73,Positive,0.81,0.9,A3
HH022_effluent,Ascaris,NA,No Amp,0.55,Negative,0.16,NA,A4
HH022_effluent,Astrovirus,22.37,Amp,1.66,Positive,0.91,0.68,A5
HH022_effluent,BacHum,NA,No Amp,0.32,Negative,0.11,NA,A6
