Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH080_effluent,Adenovirus 40/41,NA,No Amp,0.38,Negative,0.18,NA,A1
HH080_effluent,Aeromonas,NA,No Amp,0.03,Negative,0.01,NA,A2
HH080_effluent,Ancylostoma,NA,No Amp,0.29,Negative,0.25,NA,A3
HH080_effluent,Ascaris,NA,No Amp,1.06,Negative,0.07,NA,A4
HH080_effluent,Astrovirus,NA,Inconclusive,0.79,Equivocal,0.14,NA,A5
HH080_effluent,BacHum,24.03,Amp,1.24,Positive,0.93,0.42,A6
HH080_effluent,Bacteroides fragilis,28.74,Amp,1.53,Positive,0.98,0.14,B1
HH080_effluent,Blastocystis,28.84,Amp,1.82,Positive,0.93,0.52,B2
HH080_effluent,Campylobacter,NA,No Amp,0.56,Negative,0.36,NA,B3
HH080_effluent,Clostridium difficile,NA,No Amp,0.29,Negative,0.26,NA,B4
HH080_effluent,CrAssphage,NA,No Amp,0.38,Negative,0.29,NA,B5
HH080_effluent,Cryptosporidium,NA,Inconclusive,0.65,Equivocal,0.1,NA,B6
HH080_effluent,Cyclospora,NA,No Amp,0.67,Negative,0.09,NA,C1
HH080_effluent,Dientamoeba fragilis,NA,No Amp,0.13,Negative,0.05,NA,C2
HH080_effluent,E. coli O157,NA,No Amp,0.19,Negative,0.14,NA,C3
HH080_effluent,EAEC,NA,No Amp,0.46,Negative,0.11,NA,C4
HH080_effluent,EPEC,NA,No Amp,0.19,Negative,0.1,NA,C5
HH080_effluent,ETEC,24.81,Amp,1.56,Positive,0.83,0.13,C6
HH080_effluent,Entamoeba histolytica,NA,No Amp,0.5,Negative,0.41,NA,D1
HH080_effluent,Enterovirus,NA,No Amp,0.54,Negative,0.47,NA,D2
HH080_effluent,Giardia,NA,No Amp,1.08,Negative,0.17,NA,D3
HH080_effluent,HF183,NA,No Amp,0.26,Negative,0.26,NA,D4
HH080_effluent,Helicobacter pylori,NA,No Amp,0.44,Negative,0.35,NA,D5
HH080_effluent,Hepatitis A,NA,No Amp,0.15,Negative,0.39,NA,D6
HH080_effluent,Hepatitis E,NA,No Amp,0.51,Negative,0.44,NA,E1
HH080_effluent,Listeria monocytogenes,NA,No Amp,0.52,Negative,0.2,NA,E2
HH080_effluent,MS2,NA,No Amp,0.7,Negative,0.13,NA,E3
HH080_effluent,Necator,NA,No Amp,0.42,Negative,0.42,NA,E4
HH080_effluent,No Template Control,23.55,Amp,1.34,Positive,0.94,0.42,E5
HH080_effluent,Norovirus GI,NA,No Amp,1.02,Negative,0.42,NA,E6
HH080_effluent,Norovirus GII,NA,No Amp,0.53,Negative,0.05,NA,F1
HH080_effluent,Rotavirus A,NA,No Amp,0.76,Negative,0.45,NA,F2
HH080_effluent,STEC,31.86,Amp,1.98,Positive,0.9,0.8,F3
HH080_effluent,Salmonella,NA,No Amp,0.41,Negative,0.15,NA,F4
HH080_effluent,Sapovirus,NA,Inconclusive,0.1,Equivocal,0.07,NA,F5
HH080_effluent,Shigella,23.87,Amp,1.82,Positive,0.83,0.45,F6
HH080_effluent,Sketa22,NA,No Amp,0.78,Negative,0.17,NA,G1
HH080_effluent,Spiked_Extraction_Control,NA,Inconclusive,0.46,Equivocal,0.36,NA,G2
HH080_effluent,Strongyloides,NA,No Amp,0.23,Negative,0.11,NA,G3
HH080_effluent,Trichuris,31.2,Amp,1.33,Positive,0.9,0.32,G4
HH080_effluent,Vibrio cholerae,NA,No Amp,0.51,Negative,0.34,NA,G5
HH080_effluent,Yersinia enterocolitica,31.37,Amp,1.93,Positive,0.95,0.99,G6
HH080_effluent,blaCTX-M,23.63,Amp,1.84,Positive,0.84,0.63,H1
HH080_effluent,blaNDM,34.5,Amp,1.89,Positive,0.84,0.88,H2
HH080_effluent,mecA,22.64,Amp,1.78,Positive,0.86,0.71,H3
HH080_effluent,qnrS,NA,No Amp,0.16,Negative,0.21,NA,H4
HH080_effluent,sul1,NA,No Amp,0.9,Negative,0.1,NA,H5
HH080_effluent,tetA,20.13,Amp,1.28,Positive,0.81,0.11,H6
HH080_produce,Adenovirus 40/41,NA,No Amp,0.87,Negative,0.03,NA,A1
HH080_produce,Aeromonas,NA,No Amp,0.16,Negative,0.03,NA,A2
HH080_produce,Ancylostoma,NA,No Amp,0.06,Negative,0.02,NA,A3
HH080_produce,Ascaris,NA,No Amp,0.51,Negative,0.12,NA,A4
HH080_produce,Astrovirus,NA,No Amp,0.65,Negative,0.42,NA,A5
HH080_produce,BacHum,NA,No Amp,0.04,Negative,0.15,NA,A6
HH080_produce,Bacteroides fragilis,30.29,Amp,1.4,Positive,0.84,0.78,B1
HH080_produce,Blastocystis,31.8,Amp,1.87,Positive,0.81,0.11,B2
HH080_produce,Campylobacter,NA,No Amp,0.75,Negative,0.08,NA,B3
HH080_produce,Clostridium difficile,24.49,Amp,1.86,Positive,0.91,0.62,B4
HH080_produce,CrAssphage,NA,No Amp,0.36,Negative,0.19,NA,B5
HH080_produce,Cryptosporidium,NA,No Amp,0.97,Negative,0.36,NA,B6
HH080_produce,Cyclospora,NA,No Amp,0.73,Negative,0.19,NA,C1
HH080_produce,Dientamoeba fragilis,NA,No Amp,0.87,Negative,0.13,NA,C2
HH080_produce,E. coli O157,24.15,Amp,1.38,Positive,0.93,0.59,C3
HH080_produce,EAEC,29.76,Amp,1.55,Positive,0.84,0.11,C4
HH080_produce,EPEC,NA,No Amp,0.95,Negative,0.12,NA,C5
HH080_produce,ETEC,NA,No Amp,0.95,Negative,0.42,NA,C6
HH080_produce,Entamoeba histolytica,27.06,Amp,1.83,Positive,0.96,0.89,D1
HH080_produce,Enterovirus,NA,No Amp,1.08,Negative,0.08,NA,D2
HH080_produce,Giardia,NA,No Amp,0.71,Negative,0.04,NA,D3
HH080_produce,HF183,21.02,Amp,1.99,Positive,0.84,0.64,D4
HH080_produce,Helicobacter pylori,34.25,Amp,1.62,Positive,1,0.97,D5
HH080_produce,Hepatitis A,NA,No Amp,0.91,Negative,0.16,NA,D6
HH080_produce,Hepatitis E,25.31,Amp,1.21,Positive,0.83,0.52,E1
HH080_produce,Listeria monocytogenes,26.19,Amp,1.88,Positive,0.82,0.3,E2
HH080_produce,MS2,NA,No Amp,0.17,Negative,0.5,NA,E3
HH080_produce,Necator,NA,No Amp,0.72,Negative,0.37,NA,E4
HH080_produce,No Template Control,NA,Inconclusive,0.08,Equivocal,0.23,NA,E5
HH080_produce,Norovirus GI,NA,No Amp,0.89,Negative,0.46,NA,E6
HH080_produce,Norovirus GII,NA,No Amp,0.47,Negative,0.33,NA,F1
HH080_produce,Rotavirus A,34.06,Amp,1.75,Positive,0.94,0.37,F2
HH080_produce,STEC,NA,No Amp,0.73,Negative,0.42,NA,F3
HH080_produce,Salmonella,30.31,Amp,1.87,Positive,1,0.8,F4
HH080_produce,Sapovirus,NA,No Amp,0.16,Negative,0.4,NA,F5
HH080_produce,Shigella,26.12,Amp,1.22,Positive,0.84,0.94,F6
HH080_produce,Sketa22,31.42,Amp,1.54,Positive,0.82,0.11,G1
HH080_produce,Spiked_Extraction_Control,26.42,Amp,1.83,Positive,0.96,0.83,G2
HH080_produce,Strongyloides,NA,No Amp,0.23,Negative,0.09,NA,G3
HH080_produce,Trichuris,27,Amp,1.45,Positive,0.99,0.36,G4
HH080_produce,Vibrio cholerae,NA,No Amp,0.51,Negative,0.11,NA,G5
HH080_produce,Yersinia enterocolitica,NA,No Amp,0.17,Negative,0.01,NA,G6
HH080_produce,blaCTX-M,NA,No Amp,0.65,Negative,0.09,NA,H1
HH080_produce,blaNDM,NA,No Amp,0.97,Negative,0.08,NA,H2
HH080_produce,mecA,32,Amp,1.39,Positive,0.91,0.25,H3
HH080_produce,qnrS,NA,No Amp,0.24,Negative,0.23,NA,H4
HH080_produce,sul1,NA,No Amp,0.88,Negative,0.09,NA,H5
HH080_produce,tetA,NA,No Amp,1.08,Negative,0.23,NA,H6
HH081_compost,Adenovirus 40/41,NA,No Amp,0.16,Negative,0.01,NA,A1
HH081_compost,Aeromonas,NA,No Amp,0.24,Negative,0.4,NA,A2
HH081_compost,Ancylostoma,NA,No Amp,1.1,Negative,0.29,NA,A3
HH081_compost,Ascaris,NA,No Amp,0.43,Negative,0.3,NA,A4
HH081_compost,Astrovirus,NA,No Amp,0.57,Negative,0.07,NA,A5
HH081_compost,BacHum,21.01,Amp,1.43,Positive,0.98,0.16,A6
HH081_compost,Bacteroides fragilis,25.91,Amp,1.77,Positive,0.93,0.35,B1
HH081_compost,Blastocystis,33.13,Amp,1.95,Positive,0.85,0.67,B2
HH081_compost,Campylobacter,NA,No Amp,0.11,Negative,0.06,NA,B3
HH081_compost,Clostridium difficile,NA,No Amp,1.02,Negative,0.43,NA,B4
HH081_compost,CrAssphage,NA,Inconclusive,0.31,Equivocal,0.05,NA,B5
HH081_compost,Cryptosporidium,NA,No Amp,0.69,Negative,0.38,NA,B6
HH081_compost,Cyclospora,NA,No Amp,0.77,Negative,0.4,NA,C1
HH081_compost,Dientamoeba fragilis,NA,No Amp,0.03,Negative,0.39,NA,C2
HH081_compost,E. coli O157,NA,No Amp,0.82,Negative,0.01,NA,C3
HH081_compost,EAEC,NA,No Amp,0.19,Negative,0.18,NA,C4
HH081_compost,EPEC,26.37,Amp,1.8,Positive,0.91,0.72,C5
HH081_compost,ETEC,NA,No Amp,1.05,Negative,0.2,NA,C6
HH081_compost,Entamoeba histolytica,NA,No Amp,0.15,Negative,0.46,NA,D1
HH081_compost,Enterovirus,NA,No Amp,1.02,Negative,0.11,NA,D2
