Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH134_compost,Adenovirus 40/41,NA,No Amp,0.45,Negative,0.4,NA,A1
HH134_compost,Aeromonas,25.87,Amp,1.99,Positive,0.87,0.4,A2
HH134_compost,Ancylostoma,NA,No Amp,0.6,Negative,0.22,NA,A3
HH134_compost,Ascaris,31.23,Amp,1.65,Positive,1,0.78,A4
HH134_compost,Astrovirus,NA,No Amp,0.25,Negative,0.39,NA,A5
HH134_compost,BacHum,NA,No Amp,0.09,Negative,0.25,NA,A6
HH134_compost,Bacteroides fragilis,NA,No Amp,0.12,Negative,0.09,NA,B1
HH134_compost,Blastocystis,NA,No Amp,0.79,Negative,0.48,NA,B2
HH134_compost,Campylobacter,NA,No Amp,1,Negative,0.08,NA,B3
HH134_compost,Clostridium difficile,NA,No Amp,0.33,Negative,0.31,NA,B4
HH134_compost,CrAssphage,NA,No Amp,1.1,Negative,0.39,NA,B5
HH134_compost,Cryptosporidium,22.71,Amp,1.25,Positive,0.91,0.15,B6
HH134_compost,Cyclospora,NA,No Amp,0.79,Negative,0.44,NA,C1
HH134_compost,Dientamoeba fragilis,NA,No Amp,1.09,Negative,0.47,NA,C2
HH134_compost,E. coli O157,26.2,Amp,1.44,Positive,0.94,0.12,C3
HH134_compost,EAEC,29.37,Amp,1.88,Positive,0.83,0.51,C4
HH134_compost,EPEC,NA,No Amp,0.38,Negative,0.37,NA,C5
HH134_compost,ETEC,NA,No Amp,0.93,Negative,0.39,NA,C6
HH134_compost,Entamoeba histolytica,30.94,Amp,1.84,Positive,0.98,0.95,D1
HH134_compost,Enterovirus,NA,Inconclusive,0.84,Equivocal,0.31,NA,D2
HH134_compost,Giardia,NA,Inconclusive,0.18,Equivocal,0.35,NA,D3
HH134_compost,HF183,NA,No Amp,0.15,Negative,0.23,NA,D4
HH134_compost,Helicobacter pylori,NA,No Amp,0.64,Negative,0.26,NA,D5
HH134_compost,Hepatitis A,NA,No Amp,0.87,Negative,0.33,NA,D6
HH134_compost,Hepatitis E,NA,No Amp,0.17,Negative,0.2,NA,E1
HH134_compost,Listeria monocytogenes,30.72,Amp,1.53,Positive,0.9,0.56,E2
HH134_compost,MS2,NA,No Amp,1.06,Negative,0.13,NA,E3
HH134_compost,Necator,27.24,Amp,1.26,Positive,0.95,0.82,E4
HH134_compost,No Template Control,21,Amp,1.22,Positive,0.84,0.51,E5
HH134_compost,Norovirus GI,25.18,Amp,1.63,Positive,0.87,0.67,E6
HH134_compost,Norovirus GII,NA,No Amp,0.57,Negative,0.39,NA,F1
HH134_compost,Rotavirus A,NA,No Amp,0.25,Negative,0.17,NA,F2
HH134_compost,STEC,25.04,Amp,1.96,Positive,0.85,0.95,F3
HH134_compost,Salmonella,NA,No Amp,0.08,Negative,0.33,NA,F4
HH134_compost,Sapovirus,NA,No Amp,0.42,Negative,0.29,NA,F5
HH134_compost,Shigella,NA,Inconclusive,1.09,Equivocal,0.17,NA,F6
HH134_compost,Sketa22,NA,No Amp,0.44,Negative,0.5,NA,G1
HH134_compost,Spiked_Extraction_Control,20.19,Amp,1.84,Positive,0.86,0.95,G2
HH134_compost,Strongyloides,NA,No Amp,0.34,Negative,0.15,NA,G3
HH134_compost,Trichuris,NA,No Amp,0.72,Negative,0.15,NA,G4
HH134_compost,Vibrio cholerae,20.08,Amp,1.89,Positive,0.86,0.52,G5
HH134_compost,Yersinia enterocolitica,NA,Inconclusive,0.35,Equivocal,0.48,NA,G6
HH134_compost,blaCTX-M,24.98,Amp,1.76,Positive,0.82,0.8,H1
HH134_compost,blaNDM,NA,No Amp,0.39,Negative,0.08,NA,H2
HH134_compost,mecA,27.77,Amp,1.58,Positive,0.87,0.46,H3
HH134_compost,qnrS,NA,No Amp,0.6,Negative,0.19,NA,H4
HH134_compost,sul1,NA,No Amp,0.52,Negative,0.47,NA,H5
HH134_compost,tetA,NA,No Amp,0.3,Negative,0.27,NA,H6
HH134_effluent,Adenovirus 40/41,27.72,Amp,1.53,Positive,0.87,0.76,A1
HH134_effluent,Aeromonas,NA,No Amp,0.02,Negative,0.45,NA,A2
HH134_effluent,Ancylostoma,NA,No Amp,0.68,Negative,0.31,NA,A3
HH134_effluent,Ascaris,32.56,Amp,1.55,Positive,0.82,0.74,A4
HH134_effluent,Astrovirus,NA,No Amp,0.21,Negative,0.47,NA,A5
HH134_effluent,BacHum,26.7,Amp,1.45,Positive,0.97,0.74,A6
HH134_effluent,Bacteroides fragilis,NA,No Amp,0.24,Negative,0.16,NA,B1
HH134_effluent,Blastocystis,NA,No Amp,0.47,Negative,0.35,NA,B2
HH134_effluent,Campylobacter,NA,No Amp,0.19,Negative,0.13,NA,B3
HH134_effluent,Clostridium difficile,NA,No Amp,0.9,Negative,0.43,NA,B4
HH134_effluent,CrAssphage,NA,No Amp,0.68,Negative,0.05,NA,B5
HH134_effluent,Cryptosporidium,21.72,Amp,1.7,Positive,0.99,0.14,B6
HH134_effluent,Cyclospora,NA,No Amp,0.15,Negative,0.25,NA,C1
HH134_effluent,Dientamoeba fragilis,NA,No Amp,0.25,Negative,0.35,NA,C2
