Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH106_compost,Adenovirus 40/41,29.32,Amp,1.72,Positive,0.82,0.6,A1
HH106_compost,Aeromonas,NA,Inconclusive,0.69,Equivocal,0.46,NA,A2
HH106_compost,Ancylostoma,NA,No Amp,0.75,Negative,0.2,NA,A3
HH106_compost,Ascaris,NA,No Amp,0.26,Negative,0.23,NA,A4
HH106_compost,Astrovirus,NA,No Amp,0.92,Negative,0.14,NA,A5
HH106_compost,BacHum,NA,Inconclusive,0.22,Equivocal,0.19,NA,A6
HH106_compost,Bacteroides fragilis,NA,No Amp,0.91,Negative,0.1,NA,B1
HH106_compost,Blastocystis,27.25,Amp,1.89,Positive,0.81,0.15,B2
HH106_compost,Campylobacter,NA,No Amp,0.38,Negative,0.29,NA,B3
HH106_compost,Clostridium difficile,27.77,Amp,1.89,Positive,0.92,0.2,B4
HH106_compost,CrAssphage,21.18,Amp,1.9,Positive,0.93,0.35,B5
HH106_compost,Cryptosporidium,NA,No Amp,0.35,Negative,0.26,NA,B6
HH106_compost,Cyclospora,24.98,Amp,1.22,Positive,0.93,0.48,C1
HH106_compost,Dientamoeba fragilis,NA,No Amp,0.51,Negative,0.44,NA,C2
HH106_compost,E. coli O157,NA,No Amp,0.52,Negative,0.49,NA,C3
HH106_compost,EAEC,30.18,Amp,1.51,Positive,0.82,0.83,C4
HH106_compost,EPEC,29.33,Amp,1.64,Positive,0.84,0.32,C5
HH106_compost,ETEC,27.3,Amp,1.64,Positive,0.88,0.11,C6
HH106_compost,Entamoeba histolytica,NA,No Amp,1.08,Negative,0.31,NA,D1
HH106_compost,Enterovirus,32.22,Amp,1.38,Positive,0.99,0.56,D2
HH106_compost,Giardia,NA,No Amp,0.25,Negative,0.4,NA,D3
HH106_compost,HF183,NA,No Amp,1.01,Negative,0.34,NA,D4
HH106_compost,Helicobacter pylori,NA,No Amp,0.19,Negative,0.48,NA,D5
HH106_compost,Hepatitis A,NA,No Amp,0.53,Negative,0.37,NA,D6
HH106_compost,Hepatitis E,NA,No Amp,0.48,Negative,0.13,NA,E1
HH106_compost,Listeria monocytogenes,25.71,Amp,1.31,Positive,0.92,0.27,E2
HH106_compost,MS2,NA,No Amp,1.02,Negative,0.18,NA,E3
HH106_compost,Necator,NA,No Amp,0.8,Negative,0.37,NA,E4
HH106_compost,No Template Control,NA,No Amp,0.45,Negative,0.3,NA,E5
HH106_compost,Norovirus GI,NA,No Amp,0.15,Negative,0.21,NA,E6
HH106_compost,Norovirus GII,NA,No Amp,0.33,Negative,0.15,NA,F1
HH106_compost,Rotavirus A,NA,No Amp,0.48,Negative,0.36,NA,F2
HH106_compost,STEC,NA,No Amp,0.22,Negative,0.09,NA,F3
HH106_compost,Salmonella,NA,Inconclusive,0.35,Equivocal,0.05,NA,F4
HH106_compost,Sapovirus,NA,No Amp,0.11,Negative,0.29,NA,F5
HH106_compost,Shigella,NA,No Amp,0.09,Negative,0.38,NA,F6
HH106_compost,Sketa22,NA,No Amp,0.07,Negative,0.48,NA,G1
HH106_compost,Spiked_Extraction_Control,NA,No Amp,0.34,Negative,0.3,NA,G2
HH106_compost,Strongyloides,NA,No Amp,0.23,Negative,0.13,NA,G3
HH106_compost,Trichuris,32.43,Amp,1.26,Positive,0.87,0.45,G4
HH106_compost,Vibrio cholerae,NA,No Amp,0.58,Negative,0.19,NA,G5
HH106_compost,Yersinia enterocolitica,25.33,Amp,1.93,Positive,0.83,0.11,G6
HH106_compost,blaCTX-M,31.91,Amp,1.44,Positive,0.98,0.93,H1
HH106_compost,blaNDM,NA,No Amp,0.22,Negative,0.21,NA,H2
HH106_compost,mecA,34.73,Amp,1.71,Positive,0.85,0.56,H3
HH106_compost,qnrS,NA,No Amp,0.56,Negative,0.22,NA,H4
HH106_compost,sul1,NA,No Amp,0.5,Negative,0.07,NA,H5
HH106_compost,tetA,NA,No Amp,0.4,Negative,0.1,NA,H6
HH106_effluent,Adenovirus 40/41,22.08,Amp,1.35,Positive,0.85,0.47,A1
HH106_effluent,Aeromonas,NA,Inconclusive,0.1,Equivocal,0.38,NA,A2
HH106_effluent,Ancylostoma,NA,No Amp,0.01,Negative,0.1,NA,A3
HH106_effluent,Ascaris,NA,Inconclusive,0.64,Equivocal,0.3,NA,A4
HH106_effluent,Astrovirus,NA,No Amp,0.91,Negative,0.3,NA,A5
HH106_effluent,BacHum,NA,No Amp,1.09,Negative,0.16,NA,A6
HH106_effluent,Bacteroides fragilis,31.83,Amp,1.73,Positive,0.97,0.7,B1
HH106_effluent,Blastocystis,22.05,Amp,1.62,Positive,0.93,0.71,B2
HH106_effluent,Campylobacter,NA,No Amp,0.85,Negative,0.05,NA,B3
HH106_effluent,Clostridium difficile,27.6,Amp,1.4,Positive,0.98,0.7,B4
HH106_effluent,CrAssphage,NA,No Amp,0.24,Negative,0.34,NA,B5
HH106_effluent,Cryptosporidium,NA,No Amp,1.06,Negative,0.45,NA,B6
HH106_effluent,Cyclospora,NA,No Amp,0.82,Negative,0.02,NA,C1
HH106_effluent,Dientamoeba fragilis,NA,No Amp,0.24,Negative,0.13,NA,C2
HH106_effluent,E. coli O157,NA,No Amp,0.66,Negative,0.04,NA,C3
HH106_effluent,EAEC,NA,No Amp,1.07,Negative,0.1,NA,C4
HH106_effluent,EPEC,NA,No Amp,1.08,Negative,0.11,NA,C5
HH106_effluent,ETEC,NA,No Amp,0.67,Negative,0.23,NA,C6
HH106_effluent,Entamoeba histolytica,32.42,Amp,1.54,Positive,0.91,0.92,D1
HH106_effluent,Enterovirus,NA,No Amp,0.26,Negative,0.13,NA,D2
HH106_effluent,Giardia,NA,No Amp,0.35,Negative,0.19,NA,D3
HH106_effluent,HF183,NA,No Amp,1.02,Negative,0.15,NA,D4
