Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH045_effluent,Adenovirus 40/41,31.53,Amp,1.29,Positive,0.98,0.86,A1
HH045_effluent,Aeromonas,NA,No Amp,0.31,Negative,0.1,NA,A2
HH045_effluent,Ancylostoma,NA,No Amp,0.21,Negative,0.17,NA,A3
HH045_effluent,Ascaris,30.03,Amp,1.93,Positive,0.81,0.47,A4
HH045_effluent,Astrovirus,NA,No Amp,0.92,Negative,0.25,NA,A5
HH045_effluent,BacHum,20.68,Amp,1.91,Positive,0.94,0.63,A6
HH045_effluent,Bacteroides fragilis,NA,No Amp,0.49,Negative,0.42,NA,B1
HH045_effluent,Blastocystis,NA,Inconclusive,0.43,Equivocal,0.11,NA,B2
HH045_effluent,Campylobacter,NA,No Amp,0.4,Negative,0.25,NA,B3
HH045_effluent,Clostridium difficile,NA,No Amp,0.54,Negative,0.1,NA,B4
HH045_effluent,CrAssphage,29.55,Amp,1.22,Positive,0.85,0.44,B5
HH045_effluent,Cryptosporidium,34.81,Amp,1.46,Positive,0.83,0.75,B6
HH045_effluent,Cyclospora,NA,Inconclusive,0.29,Equivocal,0.48,NA,C1
HH045_effluent,Dientamoeba fragilis,NA,Inconclusive,0.12,Equivocal,0.42,NA,C2
HH045_effluent,E. coli O157,NA,No Amp,0.02,Negative,0.46,NA,C3
HH045_effluent,EAEC,NA,No Amp,0.17,Negative,0.02,NA,C4
HH045_effluent,EPEC,NA,No Amp,0.58,Negative,0.44,NA,C5
HH045_effluent,ETEC,30.38,Amp,1.44,Positive,0.89,0.46,C6
HH045_effluent,Entamoeba histolytica,NA,No Amp,1.03,Negative,0.27,NA,D1
HH045_effluent,Enterovirus,22.08,Amp,1.64,Positive,0.85,0.25,D2
HH045_effluent,Giardia,21.47,Amp,1.9,Positive,0.94,0.74,D3
HH045_effluent,HF183,28.03,Amp,1.55,Positive,0.92,0.7,D4
HH045_effluent,Helicobacter pylori,NA,No Amp,0.8,Negative,0.13,NA,D5
HH045_effluent,Hepatitis A,NA,No Amp,1.04,Negative,0.02,NA,D6
HH045_effluent,Hepatitis E,NA,No Amp,0.67,Negative,0.45,NA,E1
HH045_effluent,Listeria monocytogenes,34.59,Amp,1.23,Positive,0.94,0.6,E2
HH045_effluent,MS2,NA,No Amp,0.81,Negative,0.17,NA,E3
HH045_effluent,Necator,NA,No Amp,0.5,Negative,0.03,NA,E4
HH045_effluent,No Template Control,NA,No Amp,1.08,Negative,0.43,NA,E5
HH045_effluent,Norovirus GI,31.09,Amp,1.56,Positive,0.83,0.97,E6
HH045_effluent,Norovirus GII,NA,No Amp,0.89,Negative,0.08,NA,F1
HH045_effluent,Rotavirus A,34.36,Amp,1.72,Positive,0.85,0.9,F2
HH045_effluent,STEC,25.4,Amp,1.31,Positive,0.98,0.51,F3
HH045_effluent,Salmonella,33.06,Amp,1.44,Positive,0.9,0.58,F4
HH045_effluent,Sapovirus,NA,No Amp,0.18,Negative,0.47,NA,F5
HH045_effluent,Shigella,31.05,Amp,1.37,Positive,0.9,0.31,F6
HH045_effluent,Sketa22,NA,No Amp,0.02,Negative,0.06,NA,G1
HH045_effluent,Spiked_Extraction_Control,NA,No Amp,0.41,Negative,0.15,NA,G2
HH045_effluent,Strongyloides,NA,No Amp,0.58,Negative,0.48,NA,G3
HH045_effluent,Trichuris,23.09,Amp,1.53,Positive,0.91,0.73,G4
HH045_effluent,Vibrio cholerae,NA,No Amp,0.73,Negative,0.19,NA,G5
HH045_effluent,Yersinia enterocolitica,27.76,Amp,1.74,Positive,0.89,0.31,G6
HH045_effluent,blaCTX-M,NA,No Amp,1.03,Negative,0.4,NA,H1
HH045_effluent,blaNDM,NA,No Amp,0.73,Negative,0.45,NA,H2
HH045_effluent,mecA,26.77,Amp,1.87,Positive,0.9,0.55,H3
HH045_effluent,qnrS,NA,No Amp,0.67,Negative,0.49,NA,H4
HH045_effluent,sul1,NA,Inconclusive,1.1,Equivocal,0.39,NA,H5
HH045_effluent,tetA,NA,Inconclusive,0.61,Equivocal,0.47,NA,H6
HH045_produce,Adenovirus 40/41,21.81,Amp,1.56,Positive,1,0.23,A1
HH045_produce,Aeromonas,22.53,Amp,1.67,Positive,0.96,0.85,A2
HH045_produce,Ancylostoma,NA,Inconclusive,0.09,Equivocal,0.22,NA,A3
HH045_produce,Ascaris,NA,No Amp,0,Negative,0.19,NA,A4
HH045_produce,Astrovirus,23.15,Amp,1.86,Positive,0.99,0.49,A5
HH045_produce,BacHum,NA,Inconclusive,0.51,Equivocal,0.24,NA,A6
HH045_produce,Bacteroides fragilis,31.24,Amp,1.84,Positive,0.99,0.81,B1
HH045_produce,Blastocystis,NA,No Amp,0.68,Negative,0.04,NA,B2
HH045_produce,Campylobacter,NA,Inconclusive,0.39,Equivocal,0.33,NA,B3
HH045_produce,Clostridium difficile,NA,No Amp,0.63,Negative,0,NA,B4
HH045_produce,CrAssphage,NA,No Amp,0.52,Negative,0.49,NA,B5
HH045_produce,Cryptosporidium,23.36,Amp,1.64,Positive,0.94,0.55,B6
HH045_produce,Cyclospora,NA,No Amp,0.14,Negative,0.09,NA,C1
HH045_produce,Dientamoeba fragilis,NA,No Amp,1.06,Negative,0.36,NA,C2
HH045_produce,E. coli O157,NA,No Amp,0.95,Negative,0.08,NA,C3
