Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH087_effluent,Adenovirus 40/41,NA,No Amp,0.14,Negative,0.1,NA,A1
HH087_effluent,Aeromonas,NA,No Amp,0.8,Negative,0.08,NA,A2
HH087_effluent,Ancylostoma,NA,No Amp,0.93,Negative,0.42,NA,A3
HH087_effluent,Ascaris,NA,No Amp,0.67,Negative,0.29,NA,A4
HH087_effluent,Astrovirus,NA,No Amp,0.67,Negative,0.32,NA,A5
HH087_effluent,BacHum,23.58,Amp,1.54,Positive,0.84,0.71,A6
HH087_effluent,Bacteroides fragilis,NA,No Amp,0.5,Negative,0.24,NA,B1
HH087_effluent,Blastocystis,NA,No Amp,0.24,Negative,0.27,NA,B2
HH087_effluent,Campylobacter,NA,No Amp,0.98,Negative,0.03,NA,B3
HH087_effluent,Clostridium difficile,26.85,Amp,1.85,Positive,0.85,0.66,B4
HH087_effluent,CrAssphage,NA,No Amp,0.28,Negative,0.13,NA,B5
HH087_effluent,Cryptosporidium,NA,Inconclusive,0.13,Equivocal,0.18,NA,B6
HH087_effluent,Cyclospora,33.03,Amp,1.94,Positive,0.88,0.23,C1
HH087_effluent,Dientamoeba fragilis,NA,No Amp,1.02,Negative,0.17,NA,C2
HH087_effluent,E. coli O157,NA,No Amp,0.47,Negative,0.45,NA,C3
HH087_effluent,EAEC,34.76,Amp,1.94,Positive,0.95,0.98,C4
HH087_effluent,EPEC,26.1,Amp,1.89,Positive,0.88,0.77,C5
HH087_effluent,ETEC,NA,No Amp,0.72,Negative,0.22,NA,C6
HH087_effluent,Entamoeba histolytica,NA,No Amp,0.99,Negative,0.18,NA,D1
HH087_effluent,Enterovirus,29.22,Amp,1.98,Positive,0.92,0.9,D2
HH087_effluent,Giardia,NA,No Amp,0.32,Negative,0.06,NA,D3
HH087_effluent,HF183,NA,No Amp,0.72,Negative,0.44,NA,D4
HH087_effluent,Helicobacter pylori,29.22,Amp,1.93,Positive,0.92,0.15,D5
HH087_effluent,Hepatitis A,NA,No Amp,0.22,Negative,0.11,NA,D6
HH087_effluent,Hepatitis E,NA,No Amp,0.23,Negative,0,NA,E1
HH087_effluent,Listeria monocytogenes,NA,No Amp,0.62,Negative,0.05,NA,E2
HH087_effluent,MS2,NA,No Amp,0.28,Negative,0.27,NA,E3
HH087_effluent,Necator,NA,Inconclusive,0.86,Equivocal,0.21,NA,E4
HH087_effluent,No Template Control,27.51,Amp,1.9,Positive,0.81,0.22,E5
HH087_effluent,Norovirus GI,NA,No Amp,0.63,Negative,0.22,NA,E6
HH087_effluent,Norovirus GII,29.69,Amp,1.58,Positive,0.98,0.61,F1
HH087_effluent,Rotavirus A,NA,No Amp,0.03,Negative,0.44,NA,F2
HH087_effluent,STEC,NA,No Amp,0.69,Negative,0.08,NA,F3
HH087_effluent,Salmonella,33.42,Amp,1.58,Positive,0.99,0.4,F4
HH087_effluent,Sapovirus,NA,No Amp,0.7,Negative,0.47,NA,F5
HH087_effluent,Shigella,30.84,Amp,1.39,Positive,0.95,0.21,F6
HH087_effluent,Sketa22,NA,No Amp,0.46,Negative,0.24,NA,G1
HH087_effluent,Spiked_Extraction_Control,NA,No Amp,0.06,Negative,0.44,NA,G2
HH087_effluent,Strongyloides,29.1,Amp,1.73,Positive,0.88,0.18,G3
HH087_effluent,Trichuris,NA,No Amp,0.86,Negative,0.25,NA,G4
HH087_effluent,Vibrio cholerae,NA,No Amp,0.59,Negative,0.04,NA,G5
HH087_effluent,Yersinia enterocolitica,NA,No Amp,0.65,Negative,0.13,NA,G6
HH087_effluent,blaCTX-M,31.84,Amp,1.36,Positive,0.87,0.8,H1
HH087_effluent,blaNDM,NA,No Amp,0.55,Negative,0.29,NA,H2
HH087_effluent,mecA,NA,No Amp,0.92,Negative,0.01,NA,H3
HH087_effluent,qnrS,22.74,Amp,1.76,Positive,0.9,0.47,H4
HH087_effluent,sul1,NA,No Amp,0.17,Negative,0.37,NA,H5
HH087_effluent,tetA,NA,No Amp,0.47,Negative,0.48,NA,H6
HH087_produce,Adenovirus 40/41,21.41,Amp,1.53,Positive,0.8,0.42,A1
HH087_produce,Aeromonas,NA,Inconclusive,0.03,Equivocal,0.22,NA,A2
HH087_produce,Ancylostoma,NA,No Amp,1.08,Negative,0.28,NA,A3
