Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH094_effluent,Adenovirus 40/41,NA,Inconclusive,1.02,Equivocal,0.1,NA,A1
HH094_effluent,Aeromonas,20.21,Amp,1.71,Positive,0.98,0.92,A2
HH094_effluent,Ancylostoma,27.42,Amp,1.35,Positive,0.81,0.31,A3
HH094_effluent,Ascaris,NA,No Amp,0.82,Negative,0.06,NA,A4
HH094_effluent,Astrovirus,NA,No Amp,0.44,Negative,0.09,NA,A5
HH094_effluent,BacHum,NA,No Amp,0.07,Negative,0.4,NA,A6
HH094_effluent,Bacteroides fragilis,NA,No Amp,1.06,Negative,0.19,NA,B1
HH094_effluent,Blastocystis,NA,No Amp,1.02,Negative,0.14,NA,B2
HH094_effluent,Campylobacter,28.6,Amp,1.48,Positive,0.88,0.72,B3
HH094_effluent,Clostridium difficile,NA,No Amp,1.08,Negative,0.44,NA,B4
HH094_effluent,CrAssphage,NA,No Amp,0.11,Negative,0.34,NA,B5
HH094_effluent,Cryptosporidium,NA,Inconclusive,0.79,Equivocal,0.42,NA,B6
HH094_effluent,Cyclospora,NA,No Amp,0.03,Negative,0.1,NA,C1
HH094_effluent,Dientamoeba fragilis,NA,No Amp,0.67,Negative,0.39,NA,C2
HH094_effluent,E. coli O157,NA,No Amp,0.25,Negative,0.16,NA,C3
HH094_effluent,EAEC,NA,No Amp,0.14,Negative,0.21,NA,C4
HH094_effluent,EPEC,NA,No Amp,0.74,Negative,0.12,NA,C5
HH094_effluent,ETEC,NA,No Amp,0.99,Negative,0.36,NA,C6
HH094_effluent,Entamoeba histolytica,28.32,Amp,1.87,Positive,0.99,0.26,D1
HH094_effluent,Enterovirus,NA,No Amp,0.85,Negative,0.45,NA,D2
HH094_effluent,Giardia,20.2,Amp,1.4,Positive,0.82,0.17,D3
HH094_effluent,HF183,22.57,Amp,1.7,Positive,0.95,0.63,D4
HH094_effluent,Helicobacter pylori,NA,Inconclusive,0.94,Equivocal,0.34,NA,D5
HH094_effluent,Hepatitis A,22.63,Amp,1.69,Positive,0.93,0.76,D6
HH094_effluent,Hepatitis E,30.31,Amp,1.66,Positive,0.84,0.14,E1
HH094_effluent,Listeria monocytogenes,NA,No Amp,0.24,Negative,0.3,NA,E2
HH094_effluent,MS2,NA,No Amp,0.84,Negative,0.06,NA,E3
HH094_effluent,Necator,NA,No Amp,0.5,Negative,0.32,NA,E4
HH094_effluent,No Template Control,NA,No Amp,0.69,Negative,0.15,NA,E5
HH094_effluent,Norovirus GI,NA,No Amp,0.42,Negative,0.22,NA,E6
HH094_effluent,Norovirus GII,NA,No Amp,0.54,Negative,0.12,NA,F1
HH094_effluent,Rotavirus A,NA,No Amp,0.53,Negative,0.48,NA,F2
HH094_effluent,STEC,23.54,Amp,1.5,Positive,0.95,0.99,F3
HH094_effluent,Salmonella,NA,No Amp,0.78,Negative,0.02,NA,F4
HH094_effluent,Sapovirus,NA,No Amp,0.42,Negative,0.22,NA,F5
HH094_effluent,Shigella,NA,No Amp,0.32,Negative,0.4,NA,F6
HH094_effluent,Sketa22,32.89,Amp,1.3,Positive,0.92,0.29,G1
HH094_effluent,Spiked_Extraction_Control,NA,No Amp,0.05,Negative,0.33,NA,G2
HH094_effluent,Strongyloides,NA,Inconclusive,0.74,Equivocal,0.2,NA,G3
HH094_effluent,Trichuris,NA,No Amp,0.34,Negative,0.04,NA,G4
HH094_effluent,Vibrio cholerae,NA,No Amp,0.7,Negative,0.39,NA,G5
HH094_effluent,Yersinia enterocolitica,23.09,Amp,1.71,Positive,0.9,0.96,G6
HH094_effluent,blaCTX-M,NA,No Amp,0.78,Negative,0,NA,H1
HH094_effluent,blaNDM,NA,No Amp,0.44,Negative,0.44,NA,H2
HH094_effluent,mecA,NA,No Amp,0.25,Negative,0.14,NA,H3
HH094_effluent,qnrS,NA,No Amp,1,Negative,0.39,NA,H4
HH094_effluent,sul1,33.52,Amp,1.85,Positive,0.95,0.99,H5
HH094_effluent,tetA,NA,No Amp,0.27,Negative,0.09,NA,H6
HH094_produce,Adenovirus 40/41,NA,No Amp,0.68,Negative,0.13,NA,A1
HH094_produce,Aeromonas,NA,No Amp,0.27,Negative,0.25,NA,A2
HH094_produce,Ancylostoma,34.51,Amp,1.33,Positive,0.86,0.38,A3
HH094_produce,Ascaris,22.12,Amp,1.86,Positive,0.82,0.95,A4
HH094_produce,Astrovirus,NA,No Amp,0.14,Negative,0.06,NA,A5
HH094_produce,BacHum,NA,No Amp,0.8,Negative,0.3,NA,A6
HH094_produce,Bacteroides fragilis,NA,No Amp,0.64,Negative,0.38,NA,B1
HH094_produce,Blastocystis,31.65,Amp,1.21,Positive,0.86,0.34,B2
HH094_produce,Campylobacter,NA,Inconclusive,0.71,Equivocal,0.32,NA,B3
HH094_produce,Clostridium difficile,NA,No Amp,0.61,Negative,0.02,NA,B4
HH094_produce,CrAssphage,NA,No Amp,0.82,Negative,0.4,NA,B5
HH094_produce,Cryptosporidium,28.57,Amp,1.84,Positive,0.88,0.19,B6
HH094_produce,Cyclospora,NA,No Amp,0.2,Negative,0.36,NA,C1
HH094_produce,Dientamoeba fragilis,29.43,Amp,1.81,Positive,0.92,0.67,C2
HH094_produce,E. coli O157,NA,No Amp,1.02,Negative,0.29,NA,C3
HH094_produce,EAEC,NA,No Amp,0.48,Negative,0.36,NA,C4
HH094_produce,EPEC,NA,No Amp,0.55,Negative,0.34,NA,C5
HH094_produce,ETEC,NA,No Amp,0.54,Negative,0.21,NA,C6
HH094_produce,Entamoeba histolytica,NA,No Amp,0.55,Negative,0.04,NA,D1
HH094_produce,Enterovirus,NA,No Amp,0.62,Negative,0,NA,D2
HH094_produce,Giardia,32.95,Amp,1.22,Positive,0.96,0.55,D3
HH094_produce,HF183,31.62,Amp,1.85,Positive,0.98,0.26,D4
