Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH120_compost,Adenovirus 40/41,21.42,Amp,1.46,Positive,0.85,0.73,A1
HH120_compost,Aeromonas,28.37,Amp,1.25,Positive,1,0.54,A2
HH120_compost,Ancylostoma,NA,No Amp,0.53,Negative,0.39,NA,A3
HH120_compost,Ascaris,30.32,Amp,1.67,Positive,0.97,0.15,A4
HH120_compost,Astrovirus,NA,No Amp,0.21,Negative,0.41,NA,A5
HH120_compost,BacHum,NA,Inconclusive,0.46,Equivocal,0.26,NA,A6
HH120_compost,Bacteroides fragilis,21.04,Amp,1.85,Positive,0.95,0.98,B1
HH120_compost,Blastocystis,NA,No Amp,0.42,Negative,0.37,NA,B2
HH120_compost,Campylobacter,NA,No Amp,0.5,Negative,0.49,NA,B3
HH120_compost,Clostridium difficile,NA,No Amp,0.53,Negative,0.22,NA,B4
HH120_compost,CrAssphage,NA,No Amp,0.85,Negative,0.07,NA,B5
HH120_compost,Cryptosporidium,NA,No Amp,0.06,Negative,0.03,NA,B6
HH120_compost,Cyclospora,25.13,Amp,1.65,Positive,0.99,0.82,C1
HH120_compost,Dientamoeba fragilis,NA,No Amp,0.49,Negative,0.09,NA,C2
HH120_compost,E. coli O157,NA,No Amp,0.91,Negative,0.28,NA,C3
HH120_compost,EAEC,NA,No Amp,0.37,Negative,0.35,NA,C4
HH120_compost,EPEC,NA,No Amp,0.6,Negative,0.09,NA,C5
HH120_compost,ETEC,34.01,Amp,1.3,Positive,0.99,0.85,C6
HH120_compost,Entamoeba histolytica,27.88,Amp,1.79,Positive,0.99,0.76,D1
HH120_compost,Enterovirus,20.78,Amp,1.9,Positive,0.88,0.79,D2
HH120_compost,Giardia,28.82,Amp,1.27,Positive,0.98,0.72,D3
HH120_compost,HF183,NA,No Amp,0.75,Negative,0.08,NA,D4
HH120_compost,Helicobacter pylori,25.15,Amp,1.73,Positive,0.89,0.49,D5
HH120_compost,Hepatitis A,20.58,Amp,1.85,Positive,0.96,0.82,D6
HH120_compost,Hepatitis E,25.99,Amp,1.51,Positive,0.89,0.66,E1
HH120_compost,Listeria monocytogenes,28.15,Amp,1.21,Positive,0.9,0.37,E2
HH120_compost,MS2,33.62,Amp,1.21,Positive,0.92,0.12,E3
HH120_compost,Necator,34.05,Amp,1.47,Positive,0.82,0.77,E4
HH120_compost,No Template Control,NA,No Amp,0.9,Negative,0.45,NA,E5
HH120_compost,Norovirus GI,27.45,Amp,1.39,Positive,0.87,0.77,E6
HH120_compost,Norovirus GII,20.53,Amp,1.86,Positive,0.88,0.61,F1
HH120_compost,Rotavirus A,NA,No Amp,0.22,Negative,0.28,NA,F2
HH120_compost,STEC,NA,No Amp,0.58,Negative,0.21,NA,F3
HH120_compost,Salmonella,33.61,Amp,1.42,Positive,0.87,0.99,F4
HH120_compost,Sapovirus,31.89,Amp,1.74,Positive,0.95,0.81,F5
HH120_compost,Shigella,31.17,Amp,1.69,Positive,0.97,0.78,F6
HH120_compost,Sketa22,NA,No Amp,0.87,Negative,0.33,NA,G1
HH120_compost,Spiked_Extraction_Control,NA,No Amp,1.01,Negative,0.23,NA,G2
HH120_compost,Strongyloides,NA,No Amp,0.19,Negative,0,NA,G3
HH120_compost,Trichuris,27.64,Amp,1.85,Positive,0.91,0.98,G4
HH120_compost,Vibrio cholerae,NA,Inconclusive,0.62,Equivocal,0.37,NA,G5
HH120_compost,Yersinia enterocolitica,NA,No Amp,0.64,Negative,0.42,NA,G6
HH120_compost,blaCTX-M,25.23,Amp,1.46,Positive,0.87,0.78,H1
HH120_compost,blaNDM,NA,No Amp,0.78,Negative,0.43,NA,H2
HH120_compost,mecA,NA,No Amp,0.81,Negative,0.37,NA,H3
HH120_compost,qnrS,NA,No Amp,0.04,Negative,0.33,NA,H4
HH120_compost,sul1,NA,Inconclusive,0.53,Equivocal,0,NA,H5
HH120_compost,tetA,NA,No Amp,0.23,Negative,0.12,NA,H6
HH120_effluent,Adenovirus 40/41,NA,No Amp,0.54,Negative,0.37,NA,A1
HH120_effluent,Aeromonas,NA,No Amp,0.03,Negative,0,NA,A2
HH120_effluent,Ancylostoma,32.06,Amp,1.42,Positive,0.86,0.9,A3
HH120_effluent,Ascaris,NA,No Amp,0.54,Negative,0.03,NA,A4
HH120_effluent,Astrovirus,24.72,Amp,1.66,Positive,0.95,0.2,A5
HH120_effluent,BacHum,20.08,Amp,1.88,Positive,0.88,0.32,A6
HH120_effluent,Bacteroides fragilis,NA,No Amp,0.54,Negative,0.06,NA,B1
HH120_effluent,Blastocystis,25.75,Amp,1.44,Positive,0.84,0.46,B2
HH120_effluent,Campylobacter,NA,No Amp,0.23,Negative,0.06,NA,B3
HH120_effluent,Clostridium difficile,31.69,Amp,1.24,Positive,0.84,0.74,B4
HH120_effluent,CrAssphage,33.44,Amp,1.65,Positive,0.88,0.64,B5
HH120_effluent,Cryptosporidium,NA,No Amp,0.94,Negative,0.44,NA,B6
HH120_effluent,Cyclospora,NA,No Amp,0.29,Negative,0.18,NA,C1
HH120_effluent,Dientamoeba fragilis,26.88,Amp,1.25,Positive,0.99,0.47,C2
HH120_effluent,E. coli O157,NA,No Amp,0.71,Negative,0.11,NA,C3
HH120_effluent,EAEC,NA,No Amp,0.98,Negative,0.42,NA,C4
HH120_effluent,EPEC,NA,No Amp,0.34,Negative,0.13,NA,C5
HH120_effluent,ETEC,NA,No Amp,0.7,Negative,0.48,NA,C6
HH120_effluent,Entamoeba histolytica,33.65,Amp,1.21,Positive,0.81,0.26,D1
HH120_effluent,Enterovirus,NA,Inconclusive,0.16,Equivocal,0.27,NA,D2
HH120_effluent,Giardia,22.7,Amp,1.38,Positive,0.95,0.95,D3
HH120_effluent,HF183,22.79,Amp,1.56,Positive,0.92,0.88,D4
HH120_effluent,Helicobacter pylori,31.45,Amp,1.95,Positive,0.92,0.11,D5
HH120_effluent,Hepatitis A,31.09,Amp,1.58,Positive,0.92,0.66,D6
HH120_effluent,Hepatitis E,NA,No Amp,0.58,Negative,0.34,NA,E1
HH120_effluent,Listeria monocytogenes,NA,No Amp,0.78,Negative,0.37,NA,E2
HH120_effluent,MS2,32.75,Amp,1.43,Positive,0.83,0.38,E3
HH120_effluent,Necator,27.2,Amp,1.58,Positive,1,0.19,E4
HH120_effluent,No Template Control,27.96,Amp,1.91,Positive,0.84,0.78,E5
HH120_effluent,Norovirus GI,NA,No Amp,0.4,Negative,0.2,NA,E6
HH120_effluent,Norovirus GII,27.14,Amp,1.86,Positive,0.93,0.6,F1
HH120_effluent,Rotavirus A,NA,No Amp,0.88,Negative,0.49,NA,F2
HH120_effluent,STEC,NA,No Amp,0.36,Negative,0.23,NA,F3
HH120_effluent,Salmonella,NA,No Amp,0.73,Negative,0.45,NA,F4
HH120_effluent,Sapovirus,NA,No Amp,0.15,Negative,0.27,NA,F5
HH120_effluent,Shigella,NA,No Amp,0.85,Negative,0.15,NA,F6
HH120_effluent,Sketa22,NA,No Amp,0.17,Negative,0.39,NA,G1
HH120_effluent,Spiked_Extraction_Control,26.92,Amp,1.4,Positive,0.86,0.15,G2
HH120_effluent,Strongyloides,NA,No Amp,0.97,Negative,0.03,NA,G3
HH120_effluent,Trichuris,NA,No Amp,0.61,Negative,0.05,NA,G4
HH120_effluent,Vibrio cholerae,NA,No Amp,0.8,Negative,0.33,NA,G5
HH120_effluent,Yersinia enterocolitica,NA,No Amp,0.28,Negative,0.19,NA,G6
HH120_effluent,blaCTX-M,NA,No Amp,0.49,Negative,0.45,NA,H1
HH120_effluent,blaNDM,26.96,Amp,1.62,Positive,0.93,0.21,H2
HH120_effluent,mecA,NA,No Amp,0.95,Negative,0.16,NA,H3
HH120_effluent,qnrS,NA,No Amp,0.35,Negative,0.14,NA,H4
HH120_effluent,sul1,34.05,Amp,1.35,Positive,0.87,0.53,H5
HH120_effluent,tetA,31.92,Amp,1.9,Positive,0.84,0.63,H6
