Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH061_produce,Adenovirus 40/41,NA,No Amp,0.64,Negative,0.08,NA,A1
HH061_produce,Aeromonas,NA,No Amp,0.38,Negative,0.08,NA,A2
HH061_produce,Ancylostoma,NA,Inconclusive,0.63,Equivocal,0.36,NA,A3
HH061_produce,Ascaris,NA,No Amp,0.38,Negative,0.45,NA,A4
HH061_produce,Astrovirus,NA,No Amp,0.7,Negative,0.17,NA,A5
HH061_produce,BacHum,NA,No Amp,0.59,Negative,0.03,NA,A6
HH061_produce,Bacteroides fragilis,NA,No Amp,0.49,Negative,0.01,NA,B1
HH061_produce,Blastocystis,NA,No Amp,1.06,Negative,0.11,NA,B2
HH061_produce,Campylobacter,NA,No Amp,1.02,Negative,0.22,NA,B3
HH061_produce,Clostridium difficile,22.34,Amp,1.7,Positive,0.89,0.25,B4
HH061_produce,CrAssphage,22.99,Amp,1.48,Positive,0.9,0.11,B5
HH061_produce,Cryptosporidium,NA,No Amp,0.63,Negative,0.06,NA,B6
HH061_produce,Cyclospora,NA,No Amp,0.72,Negative,0.12,NA,C1
HH061_produce,Dientamoeba fragilis,NA,No Amp,0.97,Negative,0.1,NA,C2
HH061_produce,E. coli O157,NA,No Amp,0.84,Negative,0.46,NA,C3
HH061_produce,EAEC,NA,No Amp,0.42,Negative,0.41,NA,C4
HH061_produce,EPEC,NA,No Amp,0.66,Negative,0.36,NA,C5
HH061_produce,ETEC,NA,No Amp,1,Negative,0.21,NA,C6
HH061_produce,Entamoeba histolytica,31.52,Amp,1.46,Positive,0.82,0.84,D1
HH061_produce,Enterovirus,NA,Inconclusive,0.01,Equivocal,0.44,NA,D2
HH061_produce,Giardia,NA,No Amp,0.69,Negative,0.1,NA,D3
HH061_produce,HF183,27.22,Amp,1.57,Positive,0.94,0.38,D4
HH061_produce,Helicobacter pylori,NA,No Amp,0.92,Negative,0.27,NA,D5
HH061_produce,Hepatitis A,NA,No Amp,0.91,Negative,0.45,NA,D6
HH061_produce,Hepatitis E,29.48,Amp,1.82,Positive,0.89,0.83,E1
HH061_produce,Listeria monocytogenes,NA,No Amp,1.07,Negative,0.5,NA,E2
HH061_produce,MS2,NA,No Amp,0.74,Negative,0.34,NA,E3
HH061_produce,Necator,NA,No Amp,0.03,Negative,0.19,NA,E4
HH061_produce,No Template Control,NA,No Amp,0.59,Negative,0.43,NA,E5
HH061_produce,Norovirus GI,NA,No Amp,0.56,Negative,0.23,NA,E6
HH061_produce,Norovirus GII,NA,No Amp,0.74,Negative,0.38,NA,F1
HH061_produce,Rotavirus A,NA,No Amp,0.3,Negative,0.4,NA,F2
HH061_produce,STEC,NA,Inconclusive,0.91,Equivocal,0.02,NA,F3
HH061_produce,Salmonella,23.82,Amp,1.51,Positive,0.93,0.29,F4
HH061_produce,Sapovirus,NA,No Amp,0.94,Negative,0.12,NA,F5
HH061_produce,Shigella,27.6,Amp,1.68,Positive,0.89,0.58,F6
HH061_produce,Sketa22,NA,No Amp,0.71,Negative,0.33,NA,G1
HH061_produce,Spiked_Extraction_Control,NA,No Amp,1.04,Negative,0.17,NA,G2
HH061_produce,Strongyloides,33,Amp,1.65,Positive,0.81,0.13,G3
HH061_produce,Trichuris,20.14,Amp,1.41,Positive,0.85,0.87,G4
HH061_produce,Vibrio cholerae,NA,No Amp,0.91,Negative,0.22,NA,G5
HH061_produce,Yersinia enterocolitica,NA,No Amp,0.78,Negative,0.48,NA,G6
HH061_produce,blaCTX-M,NA,Inconclusive,0.63,Equivocal,0.3,NA,H1
HH061_produce,blaNDM,NA,No Amp,0.8,Negative,0.38,NA,H2
HH061_produce,mecA,NA,No Amp,0.6,Negative,0.47,NA,H3
HH061_produce,qnrS,NA,No Amp,0.33,Negative,0.21,NA,H4
HH061_produce,sul1,NA,No Amp,0.55,Negative,0.03,NA,H5
HH061_produce,tetA,20.69,Amp,1.94,Positive,0.96,0.47,H6
HH062_compost,Adenovirus 40/41,NA,No Amp,1.06,Negative,0.09,NA,A1
HH062_compost,Aeromonas,NA,No Amp,0.35,Negative,0.42,NA,A2
HH062_compost,Ancylostoma,26.98,Amp,1.91,Positive,0.88,0.99,A3
HH062_compost,Ascaris,NA,No Amp,0.81,Negative,0.46,NA,A4
HH062_compost,Astrovirus,NA,No Amp,1.04,Negative,0.4,NA,A5
HH062_compost,BacHum,NA,No Amp,0.39,Negative,0.45,NA,A6
HH062_compost,Bacteroides fragilis,20.28,Amp,1.29,Positive,0.92,0.33,B1
HH062_compost,Blastocystis,30.36,Amp,1.82,Positive,0.88,0.58,B2
HH062_compost,Campylobacter,NA,No Amp,0.92,Negative,0.01,NA,B3
HH062_compost,Clostridium difficile,24.09,Amp,1.75,Positive,0.87,0.97,B4
HH062_compost,CrAssphage,26.85,Amp,1.4,Positive,0.92,0.66,B5
HH062_compost,Cryptosporidium,NA,No Amp,0.98,Negative,0.34,NA,B6
HH062_compost,Cyclospora,NA,No Amp,0.97,Negative,0.26,NA,C1
HH062_compost,Dientamoeba fragilis,33.13,Amp,1.33,Positive,0.82,0.96,C2
HH062_compost,E. coli O157,NA,No Amp,1.01,Negative,0.49,NA,C3
HH062_compost,EAEC,34.72,Amp,1.53,Positive,0.91,0.98,C4
HH062_compost,EPEC,NA,No Amp,0.08,Negative,0.14,NA,C5
HH062_compost,ETEC,25.21,Amp,1.97,Positive,0.87,0.22,C6
HH062_compost,Entamoeba histolytica,NA,No Amp,0.31,Negative,0.37,NA,D1
HH062_compost,Enterovirus,22.09,Amp,1.22,Positive,0.93,0.56,D2
HH062_compost,Giardia,NA,No Amp,0.56,Negative,0.16,NA,D3
HH062_compost,HF183,31.72,Amp,1.93,Positive,0.84,0.8,D4
HH062_compost,Helicobacter pylori,NA,No Amp,0.8,Negative,0.29,NA,D5
HH062_compost,Hepatitis A,NA,Inconclusive,1.03,Equivocal,0.04,NA,D6
HH062_compost,Hepatitis E,NA,No Amp,0.83,Negative,0.02,NA,E1
HH062_compost,Listeria monocytogenes,NA,No Amp,0.55,Negative,0.09,NA,E2
HH062_compost,MS2,32.32,Amp,1.94,Positive,0.96,0.98,E3
HH062_compost,Necator,24.7,Amp,1.77,Positive,0.93,0.78,E4
HH062_compost,No Template Control,20.52,Amp,1.21,Positive,0.97,0.26,E5
HH062_compost,Norovirus GI,NA,No Amp,0.31,Negative,0.17,NA,E6
HH062_compost,Norovirus GII,NA,No Amp,0.92,Negative,0.2,NA,F1
HH062_compost,Rotavirus A,NA,No Amp,0.68,Negative,0.3,NA,F2
HH062_compost,STEC,NA,No Amp,0.01,Negative,0.24,NA,F3
HH062_compost,Salmonella,NA,No Amp,0.51,Negative,0.39,NA,F4
HH062_compost,Sapovirus,NA,No Amp,0.8,Negative,0.16,NA,F5
HH062_compost,Shigella,21.28,Amp,1.87,Positive,0.91,0.44,F6
HH062_compost,Sketa22,26.03,Amp,1.71,Positive,0.96,0.96,G1
HH062_compost,Spiked_Extraction_Control,22.51,Amp,1.47,Positive,0.81,0.55,G2
HH062_compost,Strongyloides,30.16,Amp,1.56,Positive,0.97,0.28,G3
HH062_compost,Trichuris,34,Amp,1.54,Positive,0.93,0.98,G4
HH062_compost,Vibrio cholerae,NA,Inconclusive,0.72,Equivocal,0.39,NA,G5
HH062_compost,Yersinia enterocolitica,24.87,Amp,1.41,Positive,0.83,0.47,G6
HH062_compost,blaCTX-M,NA,No Amp,0.15,Negative,0.39,NA,H1
HH062_compost,blaNDM,NA,No Amp,0.89,Negative,0.12,NA,H2
HH062_compost,mecA,NA,No Amp,0.04,Negative,0.08,NA,H3
HH062_compost,qnrS,NA,No Amp,0.26,Negative,0.22,NA,H4
HH062_compost,sul1,33.16,Amp,1.39,Positive,0.95,0.29,H5
HH062_compost,tetA,NA,No Amp,0.15,Negative,0.32,NA,H6
HH062_effluent,Adenovirus 40/41,33.84,Amp,1.28,Positive,0.94,0.69,A1
HH062_effluent,Aeromonas,28.91,Amp,1.74,Positive,0.87,0.8,A2
HH062_effluent,Ancylostoma,25.17,Amp,1.69,Positive,0.96,0.24,A3
