Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH131_produce,Adenovirus 40/41,NA,No Amp,0.39,Negative,0.39,NA,A1
HH131_produce,Aeromonas,NA,No Amp,0.2,Negative,0.09,NA,A2
HH131_produce,Ancylostoma,NA,No Amp,0.89,Negative,0.03,NA,A3
HH131_produce,Ascaris,NA,No Amp,1.08,Negative,0.14,NA,A4
HH131_produce,Astrovirus,28.21,Amp,1.43,Positive,0.89,0.11,A5
HH131_produce,BacHum,NA,No Amp,0.22,Negative,0.1,NA,A6
HH131_produce,Bacteroides fragilis,21.01,Amp,1.21,Positive,0.91,0.94,B1
HH131_produce,Blastocystis,NA,No Amp,0.65,Negative,0.18,NA,B2
HH131_produce,Campylobacter,27.75,Amp,1.31,Positive,1,0.88,B3
HH131_produce,Clostridium difficile,34.75,Amp,1.31,Positive,0.99,0.67,B4
HH131_produce,CrAssphage,NA,No Amp,0.64,Negative,0.07,NA,B5
HH131_produce,Cryptosporidium,NA,No Amp,1.09,Negative,0.27,NA,B6
HH131_produce,Cyclospora,34.55,Amp,1.69,Positive,0.87,0.15,C1
HH131_produce,Dientamoeba fragilis,NA,No Amp,0.62,Negative,0.45,NA,C2
HH131_produce,E. coli O157,NA,No Amp,1.04,Negative,0.29,NA,C3
HH131_produce,EAEC,NA,No Amp,0.93,Negative,0.36,NA,C4
HH131_produce,EPEC,NA,No Amp,0.25,Negative,0.08,NA,C5
HH131_produce,ETEC,NA,No Amp,0.31,Negative,0.23,NA,C6
HH131_produce,Entamoeba histolytica,NA,No Amp,1.06,Negative,0.42,NA,D1
HH131_produce,Enterovirus,33.74,Amp,1.22,Positive,0.83,0.74,D2
HH131_produce,Giardia,34.2,Amp,1.98,Positive,0.96,0.26,D3
HH131_produce,HF183,27.06,Amp,1.28,Positive,0.86,0.3,D4
HH131_produce,Helicobacter pylori,24.46,Amp,1.86,Positive,0.97,0.1,D5
HH131_produce,Hepatitis A,21.7,Amp,1.24,Positive,0.98,0.88,D6
HH131_produce,Hepatitis E,NA,Inconclusive,0.25,Equivocal,0.38,NA,E1
HH131_produce,Listeria monocytogenes,NA,No Amp,0.16,Negative,0.17,NA,E2
HH131_produce,MS2,NA,Inconclusive,0.62,Equivocal,0.14,NA,E3
HH131_produce,Necator,NA,No Amp,0.49,Negative,0.11,NA,E4
HH131_produce,No Template Control,28.9,Amp,1.88,Positive,0.89,0.88,E5
HH131_produce,Norovirus GI,32.06,Amp,1.42,Positive,0.87,0.73,E6
HH131_produce,Norovirus GII,21.35,Amp,1.85,Positive,0.9,0.77,F1
HH131_produce,Rotavirus A,NA,No Amp,0.28,Negative,0.26,NA,F2
HH131_produce,STEC,NA,No Amp,0.51,Negative,0.13,NA,F3
HH131_produce,Salmonella,21.53,Amp,1.55,Positive,0.87,0.28,F4
HH131_produce,Sapovirus,NA,No Amp,1.08,Negative,0.43,NA,F5
HH131_produce,Shigella,NA,No Amp,0.36,Negative,0.43,NA,F6
HH131_produce,Sketa22,27.67,Amp,1.88,Positive,0.85,0.21,G1
HH131_produce,Spiked_Extraction_Control,21.54,Amp,1.91,Positive,0.96,0.77,G2
HH131_produce,Strongyloides,33.94,Amp,1.65,Positive,0.8,0.46,G3
HH131_produce,Trichuris,NA,No Amp,0.93,Negative,0.01,NA,G4
HH131_produce,Vibrio cholerae,21.8,Amp,1.57,Positive,0.84,0.66,G5
HH131_produce,Yersinia enterocolitica,NA,Inconclusive,0.22,Equivocal,0.24,NA,G6
HH131_produce,blaCTX-M,NA,No Amp,0.89,Negative,0.43,NA,H1
HH131_produce,blaNDM,NA,No Amp,0.18,Negative,0,NA,H2
HH131_produce,mecA,24.07,Amp,1.55,Positive,0.99,0.84,H3
HH131_produce,qnrS,NA,No Amp,1.01,Negative,0.26,NA,H4
HH131_produce,sul1,27.9,Amp,1.22,Positive,0.85,0.16,H5
HH131_produce,tetA,21.2,Amp,1.66,Positive,0.82,0.88,H6
HH132_compost,Adenovirus 40/41,NA,No Amp,0.99,Negative,0.28,NA,A1
HH132_compost,Aeromonas,NA,No Amp,0.08,Negative,0.42,NA,A2
HH132_compost,Ancylostoma,20.32,Amp,1.62,Positive,0.81,0.28,A3
HH132_compost,Ascaris,NA,No Amp,0.88,Negative,0.07,NA,A4
HH132_compost,Astrovirus,20.29,Amp,1.77,Positive,0.89,0.33,A5
HH132_compost,BacHum,NA,No Amp,1.05,Negative,0.04,NA,A6
HH132_compost,Bacteroides fragilis,24.56,Amp,1.36,Positive,0.94,0.39,B1
HH132_compost,Blastocystis,NA,No Amp,0.81,Negative,0.39,NA,B2
HH132_compost,Campylobacter,NA,No Amp,0.67,Negative,0.32,NA,B3
HH132_compost,Clostridium difficile,NA,No Amp,0.53,Negative,0.48,NA,B4
HH132_compost,CrAssphage,NA,No Amp,0.5,Negative,0.34,NA,B5
HH132_compost,Cryptosporidium,31.81,Amp,1.38,Positive,0.96,0.62,B6
HH132_compost,Cyclospora,NA,No Amp,0.06,Negative,0.17,NA,C1
HH132_compost,Dientamoeba fragilis,NA,No Amp,0.61,Negative,0.24,NA,C2
HH132_compost,E. coli O157,20.78,Amp,1.97,Positive,0.81,0.12,C3
HH132_compost,EAEC,NA,No Amp,0.67,Negative,0.26,NA,C4
HH132_compost,EPEC,NA,No Amp,0.88,Negative,0.25,NA,C5
HH132_compost,ETEC,NA,No Amp,0.86,Negative,0.02,NA,C6
HH132_compost,Entamoeba histolytica,NA,No Amp,1.02,Negative,0.08,NA,D1
HH132_compost,Enterovirus,NA,No Amp,0.82,Negative,0.4,NA,D2
HH132_compost,Giardia,NA,No Amp,1.01,Negative,0.04,NA,D3
HH132_compost,HF183,33.58,Amp,1.42,Positive,0.92,0.27,D4
HH132_compost,Helicobacter pylori,30.55,Amp,1.64,Positive,0.96,0.35,D5
HH132_compost,Hepatitis A,NA,No Amp,0.99,Negative,0.2,NA,D6
HH132_compost,Hepatitis E,22.55,Amp,1.36,Positive,0.89,0.82,E1
HH132_compost,Listeria monocytogenes,28.07,Amp,1.83,Positive,0.88,0.62,E2
HH132_compost,MS2,NA,Inconclusive,0.13,Equivocal,0.2,NA,E3
HH132_compost,Necator,NA,No Amp,0.46,Negative,0.25,NA,E4
HH132_compost,No Template Control,23.62,Amp,1.61,Positive,0.81,0.13,E5
HH132_compost,Norovirus GI,NA,No Amp,0.79,Negative,0,NA,E6
HH132_compost,Norovirus GII,23.66,Amp,1.53,Positive,0.84,0.21,F1
HH132_compost,Rotavirus A,NA,No Amp,0.12,Negative,0.33,NA,F2
HH132_compost,STEC,NA,No Amp,0.75,Negative,0.13,NA,F3
HH132_compost,Salmonella,NA,No Amp,0.46,Negative,0.07,NA,F4
HH132_compost,Sapovirus,NA,No Amp,0.66,Negative,0.34,NA,F5
HH132_compost,Shigella,NA,No Amp,0.09,Negative,0.16,NA,F6
HH132_compost,Sketa22,NA,No Amp,0.18,Negative,0.31,NA,G1
HH132_compost,Spiked_Extraction_Control,NA,No Amp,0.39,Negative,0.11,NA,G2
HH132_compost,Strongyloides,NA,Inconclusive,0.91,Equivocal,0.1,NA,G3
HH132_compost,Trichuris,NA,No Amp,0.57,Negative,0.35,NA,G4
HH132_compost,Vibrio cholerae,NA,No Amp,0.52,Negative,0.45,NA,G5
HH132_compost,Yersinia enterocolitica,28.45,Amp,1.29,Positive,0.95,0.82,G6
HH132_compost,blaCTX-M,NA,No Amp,0.53,Negative,0.34,NA,H1
HH132_compost,blaNDM,34.48,Amp,1.29,Positive,0.94,0.33,H2
HH132_compost,mecA,NA,No Amp,0.54,Negative,0.44,NA,H3
HH132_compost,qnrS,NA,No Amp,0.83,Negative,0.47,NA,H4
HH132_compost,sul1,32.71,Amp,1.52,Positive,0.95,0.95,H5
HH132_compost,tetA,34.92,Amp,1.79,Positive,0.86,0.19,H6
HH132_effluent,Adenovirus 40/41,NA,No Amp,0.79,Negative,0.22,NA,A1
