Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH124_produce,Adenovirus 40/41,NA,No Amp,0.26,Negative,0.01,NA,A1
HH124_produce,Aeromonas,NA,No Amp,0.84,Negative,0.47,NA,A2
HH124_produce,Ancylostoma,NA,No Amp,0.64,Negative,0.06,NA,A3
HH124_produce,Ascaris,NA,No Amp,0.49,Negative,0.12,NA,A4
HH124_produce,Astrovirus,NA,No Amp,0.78,Negative,0.35,NA,A5
HH124_produce,BacHum,NA,No Amp,0.62,Negative,0.1,NA,A6
HH124_produce,Bacteroides fragilis,NA,No Amp,0,Negative,0.4,NA,B1
HH124_produce,Blastocystis,29.02,Amp,1.91,Positive,0.9,0.4,B2
HH124_produce,Campylobacter,NA,No Amp,0.11,Negative,0.17,NA,B3
HH124_produce,Clostridium difficile,NA,No Amp,0.37,Negative,0.36,NA,B4
HH124_produce,CrAssphage,NA,No Amp,0.73,Negative,0.26,NA,B5
HH124_produce,Cryptosporidium,NA,No Amp,0.86,Negative,0.43,NA,B6
HH124_produce,Cyclospora,NA,No Amp,0.25,Negative,0.24,NA,C1
HH124_produce,Dientamoeba fragilis,NA,No Amp,0.49,Negative,0.13,NA,C2
HH124_produce,E. coli O157,NA,No Amp,0.7,Negative,0.11,NA,C3
HH124_produce,EAEC,NA,No Amp,0.21,Negative,0.24,NA,C4
HH124_produce,EPEC,27.49,Amp,1.24,Positive,0.86,0.27,C5
HH124_produce,ETEC,29.13,Amp,1.42,Positive,0.81,0.76,C6
HH124_produce,Entamoeba histolytica,NA,Inconclusive,0.79,Equivocal,0.36,NA,D1
HH124_produce,Enterovirus,NA,No Amp,0.2,Negative,0.06,NA,D2
HH124_produce,Giardia,NA,No Amp,0.36,Negative,0.42,NA,D3
HH124_produce,HF183,NA,No Amp,0.86,Negative,0.09,NA,D4
HH124_produce,Helicobacter pylori,NA,No Amp,0.63,Negative,0.23,NA,D5
HH124_produce,Hepatitis A,NA,Inconclusive,0.52,Equivocal,0.48,NA,D6
HH124_produce,Hepatitis E,NA,No Amp,0.48,Negative,0.06,NA,E1
HH124_produce,Listeria monocytogenes,33.44,Amp,1.28,Positive,0.96,0.82,E2
HH124_produce,MS2,NA,No Amp,0.45,Negative,0.46,NA,E3
HH124_produce,Necator,NA,No Amp,0.66,Negative,0.39,NA,E4
HH124_produce,No Template Control,NA,Inconclusive,0.25,Equivocal,0.35,NA,E5
HH124_produce,Norovirus GI,27.55,Amp,1.26,Positive,0.83,0.79,E6
HH124_produce,Norovirus GII,NA,No Amp,0.92,Negative,0.45,NA,F1
HH124_produce,Rotavirus A,31.13,Amp,1.64,Positive,0.81,0.84,F2
HH124_produce,STEC,NA,No Amp,0.54,Negative,0.31,NA,F3
HH124_produce,Salmonella,29.55,Amp,1.32,Positive,0.83,0.34,F4
HH124_produce,Sapovirus,27.81,Amp,1.93,Positive,0.86,0.28,F5
HH124_produce,Shigella,31.52,Amp,1.72,Positive,0.9,0.52,F6
HH124_produce,Sketa22,31.95,Amp,1.63,Positive,0.83,0.3,G1
HH124_produce,Spiked_Extraction_Control,NA,Inconclusive,0.71,Equivocal,0.24,NA,G2
HH124_produce,Strongyloides,NA,No Amp,0.1,Negative,0.2,NA,G3
HH124_produce,Trichuris,NA,No Amp,0.23,Negative,0.41,NA,G4
HH124_produce,Vibrio cholerae,30.05,Amp,1.86,Positive,0.94,0.42,G5
HH124_produce,Yersinia enterocolitica,NA,No Amp,0.42,Negative,0.33,NA,G6
HH124_produce,blaCTX-M,NA,No Amp,0.39,Negative,0.03,NA,H1
HH124_produce,blaNDM,NA,No Amp,0.85,Negative,0.41,NA,H2
HH124_produce,mecA,NA,No Amp,0.11,Negative,0.2,NA,H3
HH124_produce,qnrS,NA,No Amp,0.6,Negative,0.06,NA,H4
