Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH026_produce,Adenovirus 40/41,NA,No Amp,0.31,Negative,0.32,NA,A1
HH026_produce,Aeromonas,21.91,Amp,1.24,Positive,0.82,0.87,A2
HH026_produce,Ancylostoma,NA,No Amp,0.56,Negative,0.38,NA,A3
HH026_produce,Ascaris,26.93,Amp,1.96,Positive,0.92,0.89,A4
HH026_produce,Astrovirus,NA,No Amp,0.51,Negative,0.32,NA,A5
HH026_produce,BacHum,NA,No Amp,0.4,Negative,0.19,NA,A6
HH026_produce,Bacteroides fragilis,NA,No Amp,0.39,Negative,0.35,NA,B1
HH026_produce,Blastocystis,25.33,Amp,1.31,Positive,0.87,0.31,B2
HH026_produce,Campylobacter,22.48,Amp,1.74,Positive,0.87,0.69,B3
HH026_produce,Clostridium difficile,28.18,Amp,1.92,Positive,0.9,0.59,B4
HH026_produce,CrAssphage,31.83,Amp,1.3,Positive,0.81,0.24,B5
HH026_produce,Cryptosporidium,29.81,Amp,1.21,Positive,0.88,0.69,B6
HH026_produce,Cyclospora,NA,Inconclusive,0.51,Equivocal,0.33,NA,C1
HH026_produce,Dientamoeba fragilis,NA,No Amp,0.14,Negative,0.02,NA,C2
HH026_produce,E. coli O157,32.68,Amp,1.34,Positive,0.98,0.82,C3
HH026_produce,EAEC,NA,No Amp,0.71,Negative,0.47,NA,C4
HH026_produce,EPEC,NA,No Amp,0.72,Negative,0.28,NA,C5
HH026_produce,ETEC,NA,No Amp,0.13,Negative,0.04,NA,C6
HH026_produce,Entamoeba histolytica,NA,No Amp,0.8,Negative,0.19,NA,D1
HH026_produce,Enterovirus,28.69,Amp,1.61,Positive,0.8,0.95,D2
HH026_produce,Giardia,31.67,Amp,1.82,Positive,0.8,0.78,D3
HH026_produce,HF183,33.93,Amp,1.9,Positive,0.82,0.97,D4
HH026_produce,Helicobacter pylori,22.87,Amp,1.42,Positive,0.99,0.83,D5
HH026_produce,Hepatitis A,NA,No Amp,0.24,Negative,0.01,NA,D6
HH026_produce,Hepatitis E,NA,No Amp,0.19,Negative,0.06,NA,E1
HH026_produce,Listeria monocytogenes,NA,Inconclusive,0.72,Equivocal,0.42,NA,E2
HH026_produce,MS2,NA,No Amp,0.47,Negative,0.13,NA,E3
HH026_produce,Necator,NA,No Amp,1.02,Negative,0.07,NA,E4
HH026_produce,No Template Control,NA,No Amp,0.97,Negative,0.17,NA,E5
HH026_produce,Norovirus GI,32.72,Amp,1.44,Positive,0.85,0.79,E6
HH026_produce,Norovirus GII,NA,No Amp,0.97,Negative,0.36,NA,F1
HH026_produce,Rotavirus A,NA,No Amp,0.56,Negative,0.03,NA,F2
HH026_produce,STEC,NA,No Amp,0.87,Negative,0.13,NA,F3
HH026_produce,Salmonella,23.58,Amp,1.22,Positive,0.91,0.66,F4
HH026_produce,Sapovirus,NA,No Amp,0.45,Negative,0.21,NA,F5
HH026_produce,Shigella,29.83,Amp,1.72,Positive,0.99,0.69,F6
HH026_produce,Sketa22,NA,No Amp,0.44,Negative,0.26,NA,G1
HH026_produce,Spiked_Extraction_Control,NA,No Amp,0.97,Negative,0.01,NA,G2
HH026_produce,Strongyloides,30.23,Amp,1.36,Positive,0.96,0.12,G3
HH026_produce,Trichuris,NA,No Amp,0.17,Negative,0.09,NA,G4
HH026_produce,Vibrio cholerae,NA,No Amp,0.69,Negative,0.08,NA,G5
HH026_produce,Yersinia enterocolitica,23.16,Amp,1.75,Positive,0.91,0.37,G6
HH026_produce,blaCTX-M,NA,No Amp,0.04,Negative,0.36,NA,H1
HH026_produce,blaNDM,32.84,Amp,1.58,Positive,0.92,0.3,H2
HH026_produce,mecA,21.45,Amp,1.6,Positive,0.92,0.86,H3
HH026_produce,qnrS,27.65,Amp,1.94,Positive,0.86,0.45,H4
HH026_produce,sul1,NA,No Amp,0.09,Negative,0.04,NA,H5
HH026_produce,tetA,21.91,Amp,1.94,Positive,0.85,0.26,H6
HH027_compost,Adenovirus 40/41,NA,No Amp,0.97,Negative,0.43,NA,A1
HH027_compost,Aeromonas,NA,No Amp,0.2,Negative,0.01,NA,A2
HH027_compost,Ancylostoma,NA,No Amp,0.41,Negative,0.06,NA,A3
HH027_compost,Ascaris,NA,No Amp,0.24,Negative,0.24,NA,A4
HH027_compost,Astrovirus,NA,No Amp,0.35,Negative,0.12,NA,A5
HH027_compost,BacHum,NA,No Amp,0.07,Negative,0.09,NA,A6
HH027_compost,Bacteroides fragilis,NA,Inconclusive,0.54,Equivocal,0.29,NA,B1
HH027_compost,Blastocystis,31.58,Amp,1.38,Positive,0.97,0.13,B2
HH027_compost,Campylobacter,NA,No Amp,0.68,Negative,0.35,NA,B3
HH027_compost,Clostridium difficile,NA,No Amp,0.29,Negative,0.09,NA,B4
HH027_compost,CrAssphage,NA,No Amp,0.77,Negative,0.23,NA,B5
HH027_compost,Cryptosporidium,NA,Inconclusive,0.63,Equivocal,0.28,NA,B6
HH027_compost,Cyclospora,NA,No Amp,0.53,Negative,0.18,NA,C1
HH027_compost,Dientamoeba fragilis,NA,No Amp,0.78,Negative,0.03,NA,C2
HH027_compost,E. coli O157,33.15,Amp,1.68,Positive,0.83,0.93,C3
HH027_compost,EAEC,NA,No Amp,1.07,Negative,0.15,NA,C4
HH027_compost,EPEC,NA,No Amp,0.47,Negative,0.4,NA,C5
HH027_compost,ETEC,NA,No Amp,0.29,Negative,0.4,NA,C6
HH027_compost,Entamoeba histolytica,32.65,Amp,1.55,Positive,0.96,0.4,D1
HH027_compost,Enterovirus,NA,No Amp,0.87,Negative,0.1,NA,D2
HH027_compost,Giardia,NA,No Amp,0.59,Negative,0.39,NA,D3
HH027_compost,HF183,NA,Inconclusive,1.09,Equivocal,0.26,NA,D4
HH027_compost,Helicobacter pylori,NA,No Amp,1,Negative,0.03,NA,D5
HH027_compost,Hepatitis A,21.78,Amp,1.68,Positive,0.95,0.99,D6
HH027_compost,Hepatitis E,NA,Inconclusive,0.92,Equivocal,0.2,NA,E1
HH027_compost,Listeria monocytogenes,NA,No Amp,0.37,Negative,0.1,NA,E2
HH027_compost,MS2,23.28,Amp,1.96,Positive,0.81,0.68,E3
HH027_compost,Necator,NA,Inconclusive,0.84,Equivocal,0.47,NA,E4
HH027_compost,No Template Control,NA,No Amp,0.34,Negative,0.3,NA,E5
HH027_compost,Norovirus GI,NA,No Amp,0.44,Negative,0.16,NA,E6
HH027_compost,Norovirus GII,NA,No Amp,0.03,Negative,0.41,NA,F1
HH027_compost,Rotavirus A,NA,No Amp,0.94,Negative,0.35,NA,F2
HH027_compost,STEC,23.57,Amp,1.81,Positive,0.84,0.52,F3
HH027_compost,Salmonella,NA,No Amp,0,Negative,0.42,NA,F4
HH027_compost,Sapovirus,NA,Inconclusive,0.35,Equivocal,0.08,NA,F5
HH027_compost,Shigella,24.98,Amp,1.6,Positive,0.9,0.18,F6
HH027_compost,Sketa22,26.56,Amp,1.22,Positive,0.84,0.74,G1
HH027_compost,Spiked_Extraction_Control,NA,No Amp,0.73,Negative,0.44,NA,G2
HH027_compost,Strongyloides,NA,No Amp,0.75,Negative,0.16,NA,G3
HH027_compost,Trichuris,NA,No Amp,0.15,Negative,0.36,NA,G4
HH027_compost,Vibrio cholerae,NA,No Amp,0.18,Negative,0.28,NA,G5
HH027_compost,Yersinia enterocolitica,30.86,Amp,1.26,Positive,0.85,0.71,G6
HH027_compost,blaCTX-M,NA,No Amp,0.83,Negative,0.39,NA,H1
HH027_compost,blaNDM,NA,Inconclusive,0.58,Equivocal,0.28,NA,H2
HH027_compost,mecA,24.4,Amp,1.94,Positive,0.97,0.91,H3
HH027_compost,qnrS,NA,No Amp,0.96,Negative,0.31,NA,H4
HH027_compost,sul1,20.25,Amp,1.48,Positive,0.81,0.81,H5
HH027_compost,tetA,NA,No Amp,1,Negative,0.33,NA,H6
HH027_effluent,Adenovirus 40/41,NA,No Amp,0.01,Negative,0.48,NA,A1
HH027_effluent,Aeromonas,NA,No Amp,1.07,Negative,0.42,NA,A2
