Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH029_compost,Adenovirus 40/41,NA,No Amp,0.6,Negative,0.23,NA,A1
HH029_compost,Aeromonas,NA,No Amp,0.89,Negative,0.4,NA,A2
HH029_compost,Ancylostoma,24.26,Amp,1.22,Positive,0.91,0.18,A3
HH029_compost,Ascaris,NA,No Amp,0.09,Negative,0.37,NA,A4
HH029_compost,Astrovirus,NA,No Amp,0.42,Negative,0.19,NA,A5
HH029_compost,BacHum,NA,No Amp,0.92,Negative,0.2,NA,A6
HH029_compost,Bacteroides fragilis,33.7,Amp,1.96,Positive,0.81,0.35,B1
HH029_compost,Blastocystis,26.92,Amp,1.33,Positive,0.92,0.37,B2
HH029_compost,Campylobacter,21.67,Amp,1.72,Positive,0.86,0.14,B3
HH029_compost,Clostridium difficile,NA,No Amp,0.74,Negative,0.2,NA,B4
HH029_compost,CrAssphage,NA,No Amp,0.66,Negative,0.32,NA,B5
HH029_compost,Cryptosporidium,NA,No Amp,0.95,Negative,0,NA,B6
HH029_compost,Cyclospora,NA,No Amp,0.78,Negative,0.45,NA,C1
HH029_compost,Dientamoeba fragilis,NA,No Amp,0.85,Negative,0.28,NA,C2
HH029_compost,E. coli O157,31.53,Amp,1.45,Positive,0.91,0.66,C3
HH029_compost,EAEC,NA,No Amp,0.15,Negative,0.17,NA,C4
HH029_compost,EPEC,NA,No Amp,0.93,Negative,0.28,NA,C5
HH029_compost,ETEC,NA,No Amp,0.67,Negative,0.06,NA,C6
HH029_compost,Entamoeba histolytica,NA,No Amp,0.6,Negative,0.4,NA,D1
HH029_compost,Enterovirus,NA,No Amp,0.86,Negative,0.25,NA,D2
HH029_compost,Giardia,NA,No Amp,0.36,Negative,0.18,NA,D3
HH029_compost,HF183,NA,No Amp,0.96,Negative,0.13,NA,D4
HH029_compost,Helicobacter pylori,NA,No Amp,1.09,Negative,0.21,NA,D5
HH029_compost,Hepatitis A,28.53,Amp,1.4,Positive,0.93,0.21,D6
HH029_compost,Hepatitis E,NA,No Amp,0.25,Negative,0.12,NA,E1
HH029_compost,Listeria monocytogenes,NA,Inconclusive,0.69,Equivocal,0.15,NA,E2
HH029_compost,MS2,NA,No Amp,0.3,Negative,0.24,NA,E3
HH029_compost,Necator,29.54,Amp,1.78,Positive,0.96,0.74,E4
HH029_compost,No Template Control,25.27,Amp,1.31,Positive,0.84,0.91,E5
HH029_compost,Norovirus GI,NA,No Amp,0.28,Negative,0.25,NA,E6
HH029_compost,Norovirus GII,NA,No Amp,0.05,Negative,0.1,NA,F1
HH029_compost,Rotavirus A,NA,No Amp,0.87,Negative,0.43,NA,F2
HH029_compost,STEC,NA,No Amp,0.36,Negative,0.43,NA,F3
HH029_compost,Salmonella,30.35,Amp,1.79,Positive,0.93,0.97,F4
HH029_compost,Sapovirus,NA,No Amp,0.09,Negative,0.13,NA,F5
HH029_compost,Shigella,28.02,Amp,1.76,Positive,0.86,0.34,F6
HH029_compost,Sketa22,NA,No Amp,0.79,Negative,0.2,NA,G1
HH029_compost,Spiked_Extraction_Control,NA,No Amp,0.76,Negative,0.48,NA,G2
HH029_compost,Strongyloides,NA,No Amp,0.03,Negative,0.46,NA,G3
HH029_compost,Trichuris,NA,Inconclusive,0.26,Equivocal,0.09,NA,G4
HH029_compost,Vibrio cholerae,21.55,Amp,1.44,Positive,0.84,0.16,G5
HH029_compost,Yersinia enterocolitica,NA,No Amp,0.94,Negative,0.37,NA,G6
HH029_compost,blaCTX-M,NA,No Amp,0.28,Negative,0.39,NA,H1
HH029_compost,blaNDM,34.2,Amp,1.48,Positive,0.98,0.49,H2
HH029_compost,mecA,NA,No Amp,0.61,Negative,0.04,NA,H3
HH029_compost,qnrS,NA,No Amp,0.15,Negative,0.04,NA,H4
HH029_compost,sul1,NA,No Amp,0.76,Negative,0.03,NA,H5
HH029_compost,tetA,23.93,Amp,1.61,Positive,0.89,0.46,H6
