Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH052_effluent,Adenovirus 40/41,NA,No Amp,1.01,Negative,0.19,NA,A1
HH052_effluent,Aeromonas,NA,No Amp,1.06,Negative,0.09,NA,A2
HH052_effluent,Ancylostoma,NA,No Amp,0.42,Negative,0.18,NA,A3
HH052_effluent,Ascaris,NA,No Amp,0.76,Negative,0.03,NA,A4
HH052_effluent,Astrovirus,34.59,Amp,1.86,Positive,0.99,0.98,A5
HH052_effluent,BacHum,NA,No Amp,0.23,Negative,0.49,NA,A6
HH052_effluent,Bacteroides fragilis,NA,No Amp,0.72,Negative,0.07,NA,B1
HH052_effluent,Blastocystis,NA,No Amp,0.44,Negative,0.05,NA,B2
HH052_effluent,Campylobacter,32.35,Amp,1.86,Positive,0.85,0.39,B3
HH052_effluent,Clostridium difficile,24.56,Amp,1.85,Positive,0.82,0.83,B4
HH052_effluent,CrAssphage,NA,No Amp,0.65,Negative,0.27,NA,B5
HH052_effluent,Cryptosporidium,NA,No Amp,1,Negative,0.34,NA,B6
HH052_effluent,Cyclospora,NA,No Amp,1.06,Negative,0.23,NA,C1
HH052_effluent,Dientamoeba fragilis,NA,No Amp,1.06,Negative,0.26,NA,C2
HH052_effluent,E. coli O157,NA,No Amp,0.48,Negative,0.48,NA,C3
HH052_effluent,EAEC,NA,No Amp,0.99,Negative,0.46,NA,C4
HH052_effluent,EPEC,NA,No Amp,0.67,Negative,0.18,NA,C5
HH052_effluent,ETEC,27.1,Amp,1.9,Positive,0.84,0.21,C6
HH052_effluent,Entamoeba histolytica,NA,No Amp,0.12,Negative,0.32,NA,D1
HH052_effluent,Enterovirus,33.45,Amp,1.57,Positive,0.91,0.59,D2
HH052_effluent,Giardia,20.79,Amp,1.74,Positive,0.82,0.65,D3
HH052_effluent,HF183,NA,No Amp,0.08,Negative,0.09,NA,D4
HH052_effluent,Helicobacter pylori,20.67,Amp,1.69,Positive,0.86,0.52,D5
HH052_effluent,Hepatitis A,NA,No Amp,0.58,Negative,0.3,NA,D6
HH052_effluent,Hepatitis E,NA,Inconclusive,0.06,Equivocal,0.43,NA,E1
HH052_effluent,Listeria monocytogenes,NA,No Amp,0.63,Negative,0.19,NA,E2
HH052_effluent,MS2,NA,No Amp,0.85,Negative,0.12,NA,E3
HH052_effluent,Necator,NA,No Amp,0.25,Negative,0.23,NA,E4
HH052_effluent,No Template Control,NA,No Amp,0.05,Negative,0.13,NA,E5
HH052_effluent,Norovirus GI,NA,No Amp,0.13,Negative,0.17,NA,E6
HH052_effluent,Norovirus GII,25.05,Amp,1.4,Positive,0.98,0.89,F1
HH052_effluent,Rotavirus A,NA,Inconclusive,0.05,Equivocal,0.15,NA,F2
HH052_effluent,STEC,26.55,Amp,1.44,Positive,0.81,0.56,F3
HH052_effluent,Salmonella,27.21,Amp,1.9,Positive,0.91,0.66,F4
HH052_effluent,Sapovirus,NA,No Amp,0.22,Negative,0.05,NA,F5
HH052_effluent,Shigella,NA,No Amp,0.93,Negative,0.19,NA,F6
HH052_effluent,Sketa22,23.38,Amp,1.73,Positive,0.96,0.85,G1
HH052_effluent,Spiked_Extraction_Control,NA,No Amp,0.64,Negative,0.16,NA,G2
HH052_effluent,Strongyloides,NA,No Amp,1.04,Negative,0.33,NA,G3
HH052_effluent,Trichuris,NA,No Amp,0.51,Negative,0.23,NA,G4
HH052_effluent,Vibrio cholerae,NA,No Amp,0.06,Negative,0.44,NA,G5
HH052_effluent,Yersinia enterocolitica,NA,No Amp,0.05,Negative,0.11,NA,G6
HH052_effluent,blaCTX-M,NA,No Amp,0.37,Negative,0.21,NA,H1
HH052_effluent,blaNDM,NA,No Amp,0.75,Negative,0.36,NA,H2
HH052_effluent,mecA,NA,No Amp,0.95,Negative,0.23,NA,H3
HH052_effluent,qnrS,NA,No Amp,0.36,Negative,0.4,NA,H4
HH052_effluent,sul1,NA,No Amp,1.06,Negative,0.34,NA,H5
HH052_effluent,tetA,23.48,Amp,1.42,Positive,0.87,0.6,H6
HH052_produce,Adenovirus 40/41,25.59,Amp,1.54,Positive,0.98,0.95,A1
HH052_produce,Aeromonas,NA,Inconclusive,0.59,Equivocal,0.04,NA,A2
HH052_produce,Ancylostoma,NA,No Amp,0.91,Negative,0.3,NA,A3
HH052_produce,Ascaris,30.9,Amp,1.63,Positive,0.81,0.56,A4
HH052_produce,Astrovirus,NA,No Amp,0.49,Negative,0.38,NA,A5
HH052_produce,BacHum,NA,No Amp,0.06,Negative,0.27,NA,A6
HH052_produce,Bacteroides fragilis,26.98,Amp,1.94,Positive,0.85,0.67,B1
HH052_produce,Blastocystis,26.42,Amp,1.48,Positive,0.8,0.34,B2
HH052_produce,Campylobacter,NA,No Amp,0.51,Negative,0.05,NA,B3
HH052_produce,Clostridium difficile,NA,No Amp,0.39,Negative,0.2,NA,B4
HH052_produce,CrAssphage,NA,No Amp,0.55,Negative,0.37,NA,B5
HH052_produce,Cryptosporidium,22.8,Amp,1.95,Positive,0.93,0.14,B6
HH052_produce,Cyclospora,34.62,Amp,1.96,Positive,0.89,0.29,C1
HH052_produce,Dientamoeba fragilis,NA,No Amp,0.08,Negative,0.25,NA,C2
HH052_produce,E. coli O157,NA,No Amp,0.52,Negative,0.48,NA,C3
HH052_produce,EAEC,NA,No Amp,1,Negative,0.29,NA,C4
HH052_produce,EPEC,NA,No Amp,0.51,Negative,0.34,NA,C5
HH052_produce,ETEC,NA,No Amp,0.15,Negative,0.47,NA,C6
HH052_produce,Entamoeba histolytica,NA,No Amp,0.73,Negative,0.14,NA,D1
HH052_produce,Enterovirus,NA,No Amp,0.41,Negative,0.2,NA,D2
HH052_produce,Giardia,NA,No Amp,0.53,Negative,0.4,NA,D3
HH052_produce,HF183,NA,No Amp,1.08,Negative,0.3,NA,D4
HH052_produce,Helicobacter pylori,34.18,Amp,1.61,Positive,0.8,0.48,D5
HH052_produce,Hepatitis A,NA,No Amp,0.53,Negative,0.32,NA,D6
HH052_produce,Hepatitis E,NA,No Amp,0.39,Negative,0.41,NA,E1
HH052_produce,Listeria monocytogenes,NA,No Amp,1.06,Negative,0.27,NA,E2
HH052_produce,MS2,NA,No Amp,0.42,Negative,0.03,NA,E3
HH052_produce,Necator,NA,No Amp,0.38,Negative,0.39,NA,E4
HH052_produce,No Template Control,30.26,Amp,1.64,Positive,0.95,0.43,E5
HH052_produce,Norovirus GI,NA,No Amp,0.54,Negative,0.2,NA,E6
HH052_produce,Norovirus GII,NA,No Amp,0.29,Negative,0.03,NA,F1
HH052_produce,Rotavirus A,27.99,Amp,1.57,Positive,0.83,0.59,F2
HH052_produce,STEC,NA,No Amp,0.9,Negative,0.46,NA,F3
HH052_produce,Salmonella,NA,No Amp,0.68,Negative,0.33,NA,F4
HH052_produce,Sapovirus,NA,No Amp,0.66,Negative,0.49,NA,F5
HH052_produce,Shigella,NA,No Amp,0.23,Negative,0.2,NA,F6
HH052_produce,Sketa22,26.25,Amp,1.57,Positive,0.91,0.25,G1
HH052_produce,Spiked_Extraction_Control,NA,No Amp,0.8,Negative,0.28,NA,G2
HH052_produce,Strongyloides,27.17,Amp,1.75,Positive,0.89,0.83,G3
HH052_produce,Trichuris,29.65,Amp,1.78,Positive,0.91,0.76,G4
HH052_produce,Vibrio cholerae,NA,No Amp,0.57,Negative,0.15,NA,G5
HH052_produce,Yersinia enterocolitica,30.9,Amp,1.8,Positive,0.85,0.57,G6
HH052_produce,blaCTX-M,NA,No Amp,0.7,Negative,0.03,NA,H1
HH052_produce,blaNDM,24,Amp,1.35,Positive,0.92,0.26,H2
HH052_produce,mecA,32.21,Amp,1.95,Positive,0.93,0.67,H3
HH052_produce,qnrS,NA,No Amp,0.43,Negative,0.35,NA,H4
HH052_produce,sul1,28.49,Amp,1.48,Positive,0.97,0.88,H5
HH052_produce,tetA,NA,No Amp,1.05,Negative,0.45,NA,H6
HH053_compost,Adenovirus 40/41,NA,Inconclusive,0.59,Equivocal,0.02,NA,A1
HH053_compost,Aeromonas,NA,No Amp,0.57,Negative,0.16,NA,A2
HH053_compost,Ancylostoma,23.77,Amp,1.59,Positive,0.99,0.28,A3
HH053_compost,Ascaris,NA,No Amp,0.83,Negative,0.37,NA,A4
HH053_compost,Astrovirus,27.25,Amp,1.9,Positive,0.84,0.96,A5
HH053_compost,BacHum,NA,No Amp,0.76,Negative,0.24,NA,A6
HH053_compost,Bacteroides fragilis,NA,No Amp,0.65,Negative,0.21,NA,B1
HH053_compost,Blastocystis,NA,No Amp,1.08,Negative,0.06,NA,B2
HH053_compost,Campylobacter,NA,No Amp,0.36,Negative,0.4,NA,B3
HH053_compost,Clostridium difficile,NA,No Amp,0.42,Negative,0.06,NA,B4
HH053_compost,CrAssphage,NA,No Amp,0.8,Negative,0.49,NA,B5
HH053_compost,Cryptosporidium,34.12,Amp,1.81,Positive,0.93,0.13,B6
HH053_compost,Cyclospora,NA,No Amp,0.78,Negative,0.24,NA,C1
HH053_compost,Dientamoeba fragilis,NA,No Amp,0.64,Negative,0.48,NA,C2
HH053_compost,E. coli O157,NA,No Amp,0.68,Negative,0.42,NA,C3
HH053_compost,EAEC,26.33,Amp,1.51,Positive,1,0.49,C4
HH053_compost,EPEC,NA,No Amp,0.66,Negative,0.04,NA,C5
HH053_compost,ETEC,NA,No Amp,0.77,Negative,0.45,NA,C6
HH053_compost,Entamoeba histolytica,26.74,Amp,1.23,Positive,0.94,0.17,D1
HH053_compost,Enterovirus,NA,No Amp,0.36,Negative,0.17,NA,D2
HH053_compost,Giardia,NA,No Amp,0.95,Negative,0.46,NA,D3
HH053_compost,HF183,NA,No Amp,0.1,Negative,0.43,NA,D4
HH053_compost,Helicobacter pylori,NA,No Amp,0.32,Negative,0.04,NA,D5
HH053_compost,Hepatitis A,NA,No Amp,0.56,Negative,0.43,NA,D6
HH053_compost,Hepatitis E,22.67,Amp,1.81,Positive,0.82,0.2,E1
HH053_compost,Listeria monocytogenes,NA,No Amp,0.13,Negative,0.46,NA,E2
HH053_compost,MS2,NA,No Amp,0.89,Negative,0.14,NA,E3
HH053_compost,Necator,NA,No Amp,0.15,Negative,0.42,NA,E4
HH053_compost,No Template Control,NA,No Amp,0.58,Negative,0.32,NA,E5
HH053_compost,Norovirus GI,NA,No Amp,0.45,Negative,0.39,NA,E6
HH053_compost,Norovirus GII,NA,No Amp,0.15,Negative,0.03,NA,F1
HH053_compost,Rotavirus A,NA,No Amp,0.13,Negative,0.26,NA,F2
HH053_compost,STEC,33.73,Amp,1.4,Positive,0.85,0.57,F3
HH053_compost,Salmonella,NA,No Amp,0.47,Negative,0.43,NA,F4
HH053_compost,Sapovirus,NA,No Amp,0.91,Negative,0.33,NA,F5
HH053_compost,Shigella,28.05,Amp,1.67,Positive,0.82,0.17,F6
HH053_compost,Sketa22,25.95,Amp,1.35,Positive,0.83,0.72,G1
HH053_compost,Spiked_Extraction_Control,30.46,Amp,1.92,Positive,0.91,0.99,G2
HH053_compost,Strongyloides,NA,No Amp,0.72,Negative,0.33,NA,G3
HH053_compost,Trichuris,NA,No Amp,0.03,Negative,0.44,NA,G4
HH053_compost,Vibrio cholerae,33.05,Amp,1.72,Positive,0.82,0.1,G5
HH053_compost,Yersinia enterocolitica,NA,No Amp,0.54,Negative,0.37,NA,G6
HH053_compost,blaCTX-M,NA,No Amp,0.79,Negative,0.16,NA,H1
HH053_compost,blaNDM,NA,No Amp,0.96,Negative,0.39,NA,H2
HH053_compost,mecA,29.35,Amp,1.63,Positive,0.97,0.95,H3
HH053_compost,qnrS,NA,No Amp,0.7,Negative,0.16,NA,H4
HH053_compost,sul1,22.88,Amp,1.42,Positive,0.91,0.41,H5
HH053_compost,tetA,22.54,Amp,1.43,Positive,0.87,0.95,H6
HH053_effluent,Adenovirus 40/41,NA,No Amp,0.25,Negative,0.28,NA,A1
HH053_effluent,Aeromonas,NA,No Amp,0.07,Negative,0.22,NA,A2
HH053_effluent,Ancylostoma,NA,Inconclusive,0.05,Equivocal,0.45,NA,A3
HH053_effluent,Ascaris,NA,No Amp,0.67,Negative,0.21,NA,A4
HH053_effluent,Astrovirus,24.29,Amp,1.44,Positive,0.88,0.89,A5
HH053_effluent,BacHum,31.31,Amp,1.79,Positive,0.97,0.85,A6
HH053_effluent,Bacteroides fragilis,NA,No Amp,0.41,Negative,0.4,NA,B1
HH053_effluent,Blastocystis,NA,No Amp,0.24,Negative,0.41,NA,B2
HH053_effluent,Campylobacter,NA,No Amp,0.36,Negative,0.1,NA,B3
HH053_effluent,Clostridium difficile,NA,No Amp,0.17,Negative,0.29,NA,B4
HH053_effluent,CrAssphage,NA,No Amp,1.01,Negative,0.34,NA,B5
HH053_effluent,Cryptosporidium,NA,No Amp,0.33,Negative,0.34,NA,B6
HH053_effluent,Cyclospora,28.02,Amp,1.59,Positive,0.98,0.87,C1
HH053_effluent,Dientamoeba fragilis,32.55,Amp,1.95,Positive,0.92,0.69,C2
HH053_effluent,E. coli O157,33.07,Amp,1.35,Positive,0.95,0.31,C3
HH053_effluent,EAEC,27.07,Amp,1.69,Positive,0.84,0.29,C4
HH053_effluent,EPEC,NA,No Amp,0.29,Negative,0.44,NA,C5
HH053_effluent,ETEC,20.28,Amp,1.74,Positive,0.92,0.22,C6
HH053_effluent,Entamoeba histolytica,NA,No Amp,0.66,Negative,0.38,NA,D1
HH053_effluent,Enterovirus,NA,Inconclusive,0.66,Equivocal,0.47,NA,D2
HH053_effluent,Giardia,NA,No Amp,1.07,Negative,0.17,NA,D3
HH053_effluent,HF183,NA,No Amp,0.34,Negative,0.23,NA,D4
HH053_effluent,Helicobacter pylori,NA,No Amp,0.24,Negative,0.03,NA,D5
HH053_effluent,Hepatitis A,NA,No Amp,0.25,Negative,0.3,NA,D6
HH053_effluent,Hepatitis E,NA,No Amp,0.74,Negative,0.19,NA,E1
HH053_effluent,Listeria monocytogenes,NA,No Amp,0.24,Negative,0.14,NA,E2
HH053_effluent,MS2,NA,No Amp,0.63,Negative,0,NA,E3
HH053_effluent,Necator,NA,No Amp,0.43,Negative,0.35,NA,E4
HH053_effluent,No Template Control,NA,No Amp,0.43,Negative,0.03,NA,E5
HH053_effluent,Norovirus GI,NA,No Amp,0.33,Negative,0.45,NA,E6
HH053_effluent,Norovirus GII,NA,No Amp,0.18,Negative,0.23,NA,F1
HH053_effluent,Rotavirus A,NA,No Amp,0.6,Negative,0.26,NA,F2
HH053_effluent,STEC,NA,No Amp,0.09,Negative,0.04,NA,F3
HH053_effluent,Salmonella,NA,No Amp,0.95,Negative,0.17,NA,F4
HH053_effluent,Sapovirus,28.65,Amp,1.57,Positive,0.89,0.35,F5
HH053_effluent,Shigella,NA,No Amp,0.78,Negative,0.22,NA,F6
HH053_effluent,Sketa22,24.99,Amp,1.79,Positive,0.86,0.86,G1
HH053_effluent,Spiked_Extraction_Control,NA,No Amp,0.13,Negative,0.45,NA,G2
HH053_effluent,Strongyloides,NA,No Amp,1.01,Negative,0.34,NA,G3
HH053_effluent,Trichuris,33.49,Amp,1.92,Positive,0.9,0.88,G4
