Sample,Target,Cq,AMP,Amp Score,Result,Cq Conf,Cq SD,Well
HH066_effluent,Adenovirus 40/41,NA,No Amp,0.34,Negative,0.13,NA,A1
HH066_effluent,Aeromonas,26.59,Amp,1.69,Positive,0.81,0.54,A2
HH066_effluent,Ancylostoma,NA,No Amp,0.81,Negative,0.45,NA,A3
HH066_effluent,Ascaris,21.5,Amp,1.95,Positive,0.89,0.89,A4
HH066_effluent,Astrovirus,NA,Inconclusive,0.55,Equivocal,0.27,NA,A5
HH066_effluent,BacHum,NA,No Amp,0.45,Negative,0.23,NA,A6
HH066_effluent,Bacteroides fragilis,22.93,Amp,1.61,Positive,0.88,0.77,B1
HH066_effluent,Blastocystis,34.18,Amp,1.46,Positive,0.85,0.47,B2
HH066_effluent,Campylobacter,NA,No Amp,0.01,Negative,0.28,NA,B3
HH066_effluent,Clostridium difficile,20.96,Amp,1.9,Positive,0.98,0.73,B4
HH066_effluent,CrAssphage,NA,No Amp,0.64,Negative,0.11,NA,B5
HH066_effluent,Cryptosporidium,NA,No Amp,0.48,Negative,0.48,NA,B6
HH066_effluent,Cyclospora,NA,No Amp,0.15,Negative,0.07,NA,C1
HH066_effluent,Dientamoeba fragilis,33.6,Amp,1.79,Positive,0.81,0.93,C2
HH066_effluent,E. coli O157,31.01,Amp,1.78,Positive,0.93,0.58,C3
HH066_effluent,EAEC,NA,No Amp,1.08,Negative,0.15,NA,C4
HH066_effluent,EPEC,NA,No Amp,0.17,Negative,0.23,NA,C5
HH066_effluent,ETEC,NA,No Amp,0.08,Negative,0.46,NA,C6
HH066_effluent,Entamoeba histolytica,NA,No Amp,0.56,Negative,0.41,NA,D1
HH066_effluent,Enterovirus,20.19,Amp,1.91,Positive,0.93,0.44,D2
HH066_effluent,Giardia,29.27,Amp,1.86,Positive,0.84,0.66,D3
HH066_effluent,HF183,NA,No Amp,0.16,Negative,0.27,NA,D4
HH066_effluent,Helicobacter pylori,NA,No Amp,0.56,Negative,0.27,NA,D5
HH066_effluent,Hepatitis A,NA,Inconclusive,0.01,Equivocal,0.35,NA,D6
HH066_effluent,Hepatitis E,NA,Inconclusive,1,Equivocal,0.34,NA,E1
HH066_effluent,Listeria monocytogenes,NA,No Amp,0.12,Negative,0.06,NA,E2
HH066_effluent,MS2,NA,No Amp,0.01,Negative,0.36,NA,E3
HH066_effluent,Necator,NA,No Amp,0.78,Negative,0.47,NA,E4
HH066_effluent,No Template Control,NA,No Amp,0.93,Negative,0.17,NA,E5
HH066_effluent,Norovirus GI,NA,No Amp,0.19,Negative,0.14,NA,E6
HH066_effluent,Norovirus GII,NA,No Amp,0.61,Negative,0.16,NA,F1
HH066_effluent,Rotavirus A,NA,No Amp,0.86,Negative,0.21,NA,F2
HH066_effluent,STEC,32.61,Amp,1.85,Positive,0.84,0.33,F3
HH066_effluent,Salmonella,NA,No Amp,0.48,Negative,0.36,NA,F4
HH066_effluent,Sapovirus,NA,No Amp,0.9,Negative,0.05,NA,F5
HH066_effluent,Shigella,NA,No Amp,0.43,Negative,0.03,NA,F6
HH066_effluent,Sketa22,NA,Inconclusive,0.79,Equivocal,0.05,NA,G1
HH066_effluent,Spiked_Extraction_Control,22.24,Amp,1.23,Positive,0.88,0.93,G2
HH066_effluent,Strongyloides,NA,No Amp,0.73,Negative,0.19,NA,G3
HH066_effluent,Trichuris,NA,No Amp,0.19,Negative,0.5,NA,G4
HH066_effluent,Vibrio cholerae,NA,No Amp,0.08,Negative,0.16,NA,G5
HH066_effluent,Yersinia enterocolitica,NA,No Amp,0.18,Negative,0.15,NA,G6
HH066_effluent,blaCTX-M,NA,No Amp,0.17,Negative,0.03,NA,H1
HH066_effluent,blaNDM,NA,No Amp,0.87,Negative,0.24,NA,H2
HH066_effluent,mecA,NA,No Amp,0.84,Negative,0,NA,H3
HH066_effluent,qnrS,28.35,Amp,1.6,Positive,0.8,0.27,H4
HH066_effluent,sul1,NA,No Amp,0.83,Negative,0.13,NA,H5
HH066_effluent,tetA,NA,No Amp,0.21,Negative,0.24,NA,H6
HH066_produce,Adenovirus 40/41,NA,No Amp,0.52,Negative,0.38,NA,A1
HH066_produce,Aeromonas,NA,No Amp,0.98,Negative,0.16,NA,A2
HH066_produce,Ancylostoma,NA,No Amp,0.18,Negative,0.08,NA,A3
HH066_produce,Ascaris,NA,No Amp,0.56,Negative,0.23,NA,A4
HH066_produce,Astrovirus,NA,Inconclusive,0.56,Equivocal,0.11,NA,A5
HH066_produce,BacHum,NA,No Amp,0.83,Negative,0.42,NA,A6
HH066_produce,Bacteroides fragilis,25.06,Amp,1.61,Positive,0.95,0.2,B1
HH066_produce,Blastocystis,NA,No Amp,0.67,Negative,0.23,NA,B2
HH066_produce,Campylobacter,NA,No Amp,1.01,Negative,0.25,NA,B3
HH066_produce,Clostridium difficile,NA,No Amp,1.03,Negative,0.11,NA,B4
HH066_produce,CrAssphage,NA,No Amp,0.13,Negative,0.18,NA,B5
HH066_produce,Cryptosporidium,21.14,Amp,1.81,Positive,0.98,0.96,B6
HH066_produce,Cyclospora,NA,Inconclusive,0.78,Equivocal,0.49,NA,C1
HH066_produce,Dientamoeba fragilis,24.23,Amp,1.75,Positive,0.91,0.35,C2
HH066_produce,E. coli O157,NA,No Amp,0.28,Negative,0.22,NA,C3
HH066_produce,EAEC,NA,No Amp,0.86,Negative,0.46,NA,C4
HH066_produce,EPEC,NA,No Amp,0.11,Negative,0.43,NA,C5
HH066_produce,ETEC,NA,No Amp,0.5,Negative,0.09,NA,C6
HH066_produce,Entamoeba histolytica,NA,No Amp,0.05,Negative,0.33,NA,D1
HH066_produce,Enterovirus,NA,No Amp,1.06,Negative,0.36,NA,D2
HH066_produce,Giardia,NA,No Amp,0.93,Negative,0.39,NA,D3
HH066_produce,HF183,NA,No Amp,0.6,Negative,0.35,NA,D4
HH066_produce,Helicobacter pylori,33.61,Amp,1.57,Positive,0.92,0.34,D5
HH066_produce,Hepatitis A,NA,No Amp,0.11,Negative,0.14,NA,D6
HH066_produce,Hepatitis E,NA,No Amp,0.09,Negative,0.24,NA,E1
HH066_produce,Listeria monocytogenes,NA,No Amp,0.9,Negative,0.1,NA,E2
HH066_produce,MS2,NA,No Amp,0.4,Negative,0.41,NA,E3
HH066_produce,Necator,NA,No Amp,0.35,Negative,0.28,NA,E4
HH066_produce,No Template Control,NA,No Amp,0.47,Negative,0.14,NA,E5
HH066_produce,Norovirus GI,NA,No Amp,0.48,Negative,0.26,NA,E6
HH066_produce,Norovirus GII,NA,No Amp,0.19,Negative,0.47,NA,F1
HH066_produce,Rotavirus A,NA,Inconclusive,0.46,Equivocal,0.33,NA,F2
HH066_produce,STEC,NA,No Amp,0.95,Negative,0.47,NA,F3
HH066_produce,Salmonella,NA,Inconclusive,0.07,Equivocal,0.3,NA,F4
HH066_produce,Sapovirus,NA,No Amp,0.36,Negative,0.41,NA,F5
